Basin.Name,Country,Ecoregion,Med_Longit,Med_Latit,RBA,MAT,TS,GDP,CSI,NSR,PRD,SRD,Similarity_Centroid
Glomma,Norway,Palearctic,10.49653233,61.38185624,41930.43322,1.150324178,760.0505686,3.289571822,97.80264161,17,0.48,0.8125,0.932523196
Goascoran,El Salvador,Neotropic,-87.79797628,13.78048286,2748.826492,24.60852757,96.70077395,3.24749577,99.7912721,21,0.45,0.911111111,0.677729436
Godavari,India,Indo-Malay,78.85741523,19.53480738,309469.4578,26.28859536,401.3635905,5.035475731,90.80604251,93,0.45,0.844444444,0.75678314
Gogol,Papua New Guinea,Australasia,145.4977676,-5.196834752,2076.618259,24.8314192,35.97997364,0.225606889,99.95004974,31,0.4,0.675,0.569436844
Gokase,Japan,Palearctic,131.4782989,32.71482884,1823.785211,13.1812929,774.9064908,13.8770802,98.39762554,5,0.24,0.666666667,0.868002918
Goksu,Turkey,Palearctic,33.05668539,36.73948147,11213.953,10.917629,772.9441847,7.244439721,97.88994241,28,0.46,0.5,0.769181746
Golo,France,Palearctic,9.154964276,42.4381161,1076.597057,11.85251186,576.7714024,1.861816794,94.8296032,10,0.28,0.714285714,0.643945054
Gombak,Malaysia,Indo-Malay,101.6437556,3.126857506,1245.946352,26.73282424,36.85176712,58.46467543,93.77828227,58,0.23,0.52173913,0.782091683
Gonen,Turkey,Palearctic,27.4228494,39.9760521,2063.996691,12.99212342,674.8939797,8.233800173,92.13970228,44,0.58,0.310344828,0.949870919
Gonokawa,Japan,Palearctic,132.7282532,34.85878393,3905.190135,13.16598817,833.1030793,57.88556671,93.54062977,18,0.22,0.590909091,0.619661381
Gordon,Australia,Australasia,145.9924606,-42.5316951,5058.551569,9.277865372,308.2671548,0.103439916,96.7871762,11,0.31,0.677419355,0.713985028
Gorgan,Iran,Palearctic,55.32631843,37.19252957,11593.83472,14.71776083,817.1096346,2.742482662,97.54791191,41,0.33,0.848484848,0.958006965
Goryeo.ji,South Korea,Palearctic,126.396204,37.75490101,97.79260469,10.69242702,1020.026144,121.1980972,99.73661805,19,0.53,0.396226415,0.668957472
Gota.alv,Sweden,Palearctic,12.97756326,59.62345026,51083.87941,4.64077446,753.0995723,3.386806011,97.45287989,34,0.27,0.296296296,0.775986761
Goukou,South Africa,Afrotropic,21.35448925,-34.15942279,1383.747728,17.00209184,345.3083545,0.22744856,93.46970326,19,0.54,0.092592593,0.826076194
Gourits,South Africa,Afrotropic,21.7448697,-33.18793455,45622.11047,16.24894154,446.7371113,0.506258227,95.27000551,11,0.42,0.142857143,0.735210464
Grand.Pabos,Canada,Nearctic,-65.00251426,48.46936195,625.7961735,2.107658476,1038.372102,0.466266513,99.99964468,10,0.49,0.632653061,0.759553385
Grande.Argentina,Chile,Neotropic,-68.71158263,-54.0062178,8489.871656,5.165082673,342.3001508,0.288592108,99.9799887,2,0.24,0.458333333,0.767357848
Grande.Mexico.Pacifico,Mexico,Neotropic,-98.29865579,16.80973604,6979.284989,24.50832745,124.5147017,1.864731759,99.9309101,9,0.61,0.770491803,0.706759669
Grande.Panama,Panama,Neotropic,-79.59455179,9.009999841,205.7674245,26.52741584,67.08126393,6.013841331,98.89529431,38,0.55,0.836363636,0.907782881
Grande.USA,United States,Nearctic,-103.6864733,30.50111728,480465.5835,16.42535572,683.9409809,3.454229176,95.80392445,141,0.28,0.464285714,0.784943692
Great.Fish.River,South Africa,Afrotropic,25.84793436,-32.2573945,30410.58622,15.64071846,414.6148958,0.616404235,92.11884553,72,0.44,0.227272727,0.831094208
Great.Forester,Australia,Australasia,147.5848756,-41.12410597,540.4165879,11.9277761,328.729363,1.930512965,99.90325207,11,0.52,0.269230769,0.67952065
Great.Kei,South Africa,Afrotropic,27.2575321,-32.00312048,20508.8031,15.71763147,361.7986192,1.619652063,90.4400682,34,0.4,0.35,0.695638997
Great.Musselroe,Australia,Australasia,148.0986726,-41.00331663,392.1420764,12.58031562,318.3103299,0.072862534,97.18482801,7,0.26,0.384615385,0.691998214
Great.Spectacle.lake,Australia,Australasia,143.7648087,-35.79556686,111.2455014,16.10091716,527.4565902,0.751405686,100,3,0.92,0.02173913,0.727019126
Greenough,Australia,Australasia,115.6690971,-28.30935575,12291.72551,20.56298899,569.0231888,0.122113274,99.95710297,6,0.88,0.034090909,0.551951268
Greens.Bayou,United States,Nearctic,-95.48908612,29.80147667,2676.117965,20.57246336,650.8231624,161.5514584,96.98649797,40,0.16,0.4375,0.817703969
Gregory,Australia,Australasia,152.2669703,-25.22334743,939.0952727,20.97543879,385.6553704,1.43836081,90.60088838,17,0.65,0.107692308,0.612436275
Grey,New Zealand,Australasia,171.7083766,-42.43040308,3937.847676,9.473185077,369.362745,0.409888282,99.90975009,18,0.21,0.428571429,0.704511982
Griffiths.Rivulet,Australia,Australasia,147.877189,-42.69990727,248.5812545,11.63408266,295.8802258,4.116295278,99.88329275,3,0.36,0.166666667,0.72179874
Guadalete,Spain,Palearctic,-5.65839426,36.75598087,3387.727514,16.6249924,525.2623462,13.14463568,81.20008812,9,0.29,0.551724138,0.824094748
Guadalquivir,Spain,Palearctic,-4.442566512,37.74063131,57074.78662,15.62355321,656.9855518,11.17887139,88.17969804,25,0.55,0.381818182,0.917711878
Guadalupe,United States,Nearctic,-97.95450122,29.58178576,15777.64583,19.79221084,675.7414496,13.52341628,94.24143218,76,0.16,0.625,0.798263373
Guadiana,Spain,Palearctic,-5.316779821,38.79671184,67075.76846,15.28656624,647.5595197,4.500950992,91.93265619,25,0.5,0.28,0.911429947
Guaiba,Brazil,Neotropic,-52.47998286,-29.42389513,71536.80242,18.39011967,373.5559545,5.982726336,97.08736008,125,0.22,0.5,0.653425964
Gualala,United States,Nearctic,-123.3111889,38.69981546,908.5149345,12.68714393,352.5977102,1.100898266,99.94678121,14,0.43,0.511627907,0.905706636
Gudenaa,Denmark,Palearctic,9.703557539,56.21154024,2741.657252,7.516974285,612.5217822,14.4245019,95.46257256,26,0.18,0.5,0.897237998
Guir,Algeria,Palearctic,-2.228997428,29.66576548,201087.4594,22.89679651,870.9006357,0.088313514,99.50041592,2,0.84,0.047619048,0.625553224
Gumista,Georgia,Palearctic,41.00518243,43.19812512,583.6273303,7.791908085,674.1392592,1.395887196,99.92750658,20,0.25,0.76,0.818347323
Haast,New Zealand,Australasia,169.4555894,-43.93328926,1421.253431,6.77972198,420.1330567,0.050986616,99.96765313,13,0.27,0.62962963,0.67572252
Hacking,Australia,Australasia,151.0442273,-34.11369365,130.5154334,16.53852337,365.820998,6.358555794,99.06886104,24,0.41,0.146341463,0.594570877
Hadachon,South Korea,Palearctic,129.4164018,36.79016728,97.44448245,12.19408704,866.5173784,9.85035789,99.9444923,21,0.46,0.195652174,0.661086743
Haemyong.ni,South Korea,Palearctic,128.6449016,34.930779,252.3053958,13.63004917,823.9527317,19.75603557,79.34321045,27,0.43,0.418604651,0.653971161
Hai.He,China,Palearctic,114.6788873,38.64303641,211476.8226,9.663222083,1103.224139,12.03174591,92.0078887,110,0.51,0.568627451,0.861519117
Haksan.chon,South Korea,Palearctic,126.6055414,34.7532171,115.2246912,13.33431815,886.4368741,9.527025938,99.85971396,35,0.42,0.357142857,0.920055578
Hami,China,Palearctic,92.97507822,42.90050493,18967.87296,8.392690657,1287.224193,0.075922413,99.21557511,8,0.64,0.421875,0.667354496
Han,South Korea,Palearctic,127.9272149,37.64027433,25315.5564,9.286793015,1013.545902,81.03466797,95.46065336,85,0.31,0.903225806,0.940364245
Han.Korea,North Korea,Palearctic,127.0737539,38.35555343,8066.094829,8.974089387,1043.621506,146.8088388,97.18319311,105,0.33,0.939393939,0.839119108
Hanjiang,China,Indo-Malay,116.2372566,24.56927019,29501.0677,19.44975852,602.8725388,6.579674542,95.32200355,92,0.27,0.888888889,0.732710113
Haraz,Iran,Palearctic,52.06052242,36.057487,4033.625226,7.634609924,962.066796,14.26619792,93.20279391,32,0.44,0.795454545,0.932081372
Haso,South Korea,Palearctic,129.4216518,35.70650098,82.07122876,12.99173915,824.0780809,76.24979115,99.71728113,15,0.46,0.239130435,0.696881218
Hassan.Langi,Iran,Palearctic,56.80697854,27.64968879,3303.600236,23.60679416,651.458728,1.570081264,99.87468047,10,0.71,0.169014085,0.834337109
Hastings,Australia,Australasia,152.4931245,-31.357804,3638.713168,16.61148327,392.8394921,3.039841592,99.92146929,35,0.27,0.333333333,0.5909024
Hatea,New Zealand,Australasia,174.3171683,-35.71111893,112.2721614,14.71147155,303.9400364,1.25861378,90.26907974,9,0.28,0.392857143,0.741039416
Haunted.Gully,Australia,Australasia,143.3173506,-37.89476289,702.2859331,13.36266474,386.3442471,3.260822475,99.94424591,3,0.51,0.196078431,0.647412192
Hawkesbury,Australia,Australasia,150.4002503,-33.78241471,21256.4605,14.43894753,443.5277777,24.91559982,94.09206477,56,0.39,0.153846154,0.816963423
Hay.1,Australia,Australasia,117.5233614,-34.75312659,1424.376807,15.103567,330.2104729,0.394092984,99.9804819,6,0.86,0.046511628,0.682313323
Haya,Japan,Palearctic,139.0425366,35.23339577,113.5120136,12.5422917,737.6833138,821.9064636,98.97542983,2,0.29,0.482758621,0.834618594
Hazako,Japan,Palearctic,136.7766807,34.31990136,8.246693355,15.53333325,754.7360501,62.14790249,99.8505266,8,0.3,0.333333333,0.625073961
Heaphy,New Zealand,Australasia,172.2325462,-40.95194867,298.7826976,9.684397744,339.7376309,0.170627311,99.99943147,10,0.25,0.48,0.703800094
Heathcote,New Zealand,Australasia,172.6075712,-43.55769616,114.32375,11.9120112,385.2481848,9.174983263,96.01182318,11,0.27,0.333333333,0.707940911
Heda.Oya,Sri Lanka,Indo-Malay,81.56008678,6.901127584,625.5611332,26.97904208,112.5172962,2.220288664,94.51518118,31,0.37,0.567567568,0.730700521
Heichan.Wan,South Korea,Palearctic,127.3901333,34.61603044,23.36502004,13.665404,862.7515444,12.2022965,99.91,17,0.52,0.384615385,0.673677266
Hekirichi,Japan,Palearctic,140.5636405,41.93000985,110.7023093,7.203779068,903.9674342,11.42650175,99.51647277,2,0.41,0.634146341,0.793231634
Helawe.Ara,Sri Lanka,Indo-Malay,81.74814713,6.700101341,63.29415029,27.36770831,113.313429,2.139389724,99.79696463,28,0.65,0.307692308,0.73045835
Heleh,Iran,Palearctic,51.62713475,29.43012091,11061.07209,21.0712115,860.4479026,3.633885086,99.49175312,15,0.61,0.393442623,0.823419227
Helge.a,Sweden,Palearctic,14.00309662,56.35139104,4600.739772,6.695025587,653.965694,5.570461631,99.81309278,22,0.27,0.333333333,0.751231156
Helmand,Afghanistan,Palearctic,65.43962195,32.20142384,212142.3591,13.70907914,987.869903,0.543763049,98.78133722,27,0.4,0.675,0.833963413
Henty,Australia,Australasia,145.4476166,-42.00638772,518.7867472,10.35033868,285.6395534,0.401465021,95.65503805,6,0.33,0.727272727,0.704631514
Herault,France,Palearctic,3.481485706,43.73051091,2796.574674,12.83177257,589.4374897,17.8655405,97.47697112,26,0.29,0.482758621,0.894057286
Heraz,Turkmenistan,Palearctic,61.27186247,36.77680964,290431.5057,14.15072335,1002.32287,3.234526455,97.91446321,49,0.46,0.760869565,0.924479849
Heuningnesrivier,South Africa,Afrotropic,19.91459294,-34.56440599,1840.750611,16.83942467,302.8392596,0.833705753,98.14183507,7,0.59,0.152542373,0.701535081
Heyan,Iran,Palearctic,59.55325682,26.18139961,8502.577543,25.74660991,557.5415269,0.335950725,99.95837716,8,0.79,0.088607595,0.639470668
Hillsborough,United States,Nearctic,-82.25258862,28.16711581,1811.494086,22.14606161,467.7829975,41.17022753,99.43735665,61,0.23,0.652173913,0.693856056
Hindmarsh,Australia,Australasia,138.589732,-35.4572625,117.4369558,14.97275639,359.9787545,7.522536516,98.63042372,3,0.52,0.230769231,0.639746945
Hinds,New Zealand,Australasia,171.4665129,-43.85538689,419.5932845,10.64056048,400.7231363,0.686041147,99.70348035,11,0.24,0.375,0.687403112
Hirotogawa,Japan,Palearctic,131.3094289,31.6779964,331.9858099,15.40383154,733.455814,14.03920031,94.51959972,12,0.23,0.652173913,0.870008634
Hoje.a,Sweden,Palearctic,13.27459861,55.66030908,362.4560778,7.947766284,641.96671,13.43990016,99.59077439,16,0.25,0.36,0.846939617
Hokitika,New Zealand,Australasia,171.0769622,-42.94227727,1124.385934,8.584061617,370.7111353,0.39661485,99.9373866,17,0.22,0.545454545,0.678424777
Homathako,Canada,Nearctic,-124.7912235,51.40403313,5768.358234,0.287383948,673.0621016,0.031048521,99.99967081,22,0.47,0.808510638,0.807545384
Hondo,Mexico,Neotropic,-88.68233158,19.19713744,7364.197634,25.59597228,171.2624037,1.259164006,99.90611782,43,0.56,0.267857143,0.657875163
Hopkins,Australia,Australasia,142.9819841,-37.76838285,8757.957868,13.02501553,388.0617432,1.955114454,98.88797188,22,0.39,0.282051282,0.73912578
Hoteo,New Zealand,Australasia,174.5732533,-36.33346418,403.6112566,14.48658921,302.1416163,21.71200514,99.75332853,10,0.33,0.484848485,0.637934739
Houailou,New Caledonia,Australasia,165.4734214,-21.3158658,448.8512331,21.568217,238.5678999,2.691174984,99.95730965,5,0.26,0.461538462,0.568624232
Housatonic,United States,Nearctic,-73.29699387,41.8372448,5005.834124,8.415906957,942.7295739,103.3103199,95.7237607,38,0.24,0.416666667,0.865014144
House.creek,Falkland Islands,Neotropic,-59.51846747,-51.59443666,38.75397343,6.677115382,273.009614,NA,99.91045,2,0.39,0.307692308,0.682843453
Huanghe,China,Palearctic,106.9050706,36.59862276,776393.4,6.017772557,987.3651622,2.771143079,96.31195617,137,0.47,0.829787234,0.886467613
Huasco,Chile,Neotropic,-70.32151406,-28.9716178,9776.491572,6.160060423,276.1546141,0.55029837,99.8828316,7,0.6,0.133333333,0.650841114
Huatokitoki,New Zealand,Australasia,176.5284976,-40.24315178,836.6618361,12.80737405,352.2126793,0.408047549,99.83326855,10,0.79,0.088607595,0.734944233
Hudson,United States,Nearctic,-74.10358259,42.68353262,34795.07612,7.339153661,979.8231944,31.10841608,94.65725465,93,0.24,0.583333333,0.917887468
Humber,Canada,Nearctic,-57.29604714,49.14409353,7641.770386,2.539581951,889.5785579,0.297528997,97.77227032,9,0.39,0.717948718,0.76983464
Humboldt,United States,Nearctic,-117.1388055,40.44692104,53695.01542,8.661330947,833.179166,1.335944757,95.4327878,11,0.32,0.40625,0.938349507
Hungnim.josuji,South Korea,Palearctic,126.662854,36.13336535,86.31707077,12.24941459,944.8676899,15.00964975,74.92160779,35,0.5,0.46,0.669592808
Hunter,Australia,Australasia,150.8643384,-32.34262963,21500.97852,16.31235928,477.2922922,5.534377456,94.9457856,41,0.39,0.179487179,0.807129845
Huon,Australia,Australasia,146.6892269,-43.0796123,2995.17152,9.018493316,311.5638033,0.449064739,99.93996638,13,0.29,0.655172414,0.687684176
Huong,Vietnam,Indo-Malay,107.596727,16.23436005,1703.145533,24.38587034,305.4447078,2.224583238,97.25640958,84,0.27,0.777777778,0.716280214
Huongsan,South Korea,Palearctic,129.2098962,35.90629101,1146.030685,12.40076794,891.5985509,59.47259712,94.42533813,35,0.27,0.740740741,0.961290624
Hurst.creek,Australia,Australasia,147.4403158,-41.12372441,255.984752,12.27127021,332.3357926,2.038211495,99.92149984,7,0.38,0.526315789,0.72635428
Hurunui,New Zealand,Australasia,172.5540857,-42.80375902,2690.809365,9.240561081,410.5092585,0.156693686,99.89749247,13,0.27,0.555555556,0.679534556
Hutt,Australia,Australasia,114.5001589,-28.11933782,1324.351407,20.42042236,483.1559183,0.616249904,99.9425426,4,0.85,0.047058824,0.57314632
Hwasang.chon,South Korea,Palearctic,128.7449836,37.92914951,65.88622339,11.40212856,865.4886136,10.50388801,99.86971024,25,0.42,0.30952381,0.670244326
Hyams.creek,Australia,Australasia,150.7807844,-34.64365407,121.8717393,16.21554314,353.1326657,16.54578018,99.81829253,6,0.35,0.142857143,0.567738644
Hyoja.je,South Korea,Palearctic,126.2428419,36.74948004,40.45629846,11.92212112,957.7378318,15.00964975,99.9049,22,0.48,0.354166667,0.701616132
Ibi,Japan,Palearctic,133.030294,35.31840446,2043.532551,13.52448622,826.3923658,13.10058761,96.74128203,18,0.22,0.545454545,0.668625485
Ichkeul,Tunisia,Palearctic,9.576079019,37.05548975,2775.687961,17.36051542,600.6308966,3.14928931,84.72581374,9,0.59,0.203389831,0.523405786
Ijser,Belgium,Palearctic,2.749054219,50.92762847,1332.984705,10.07592631,509.2546847,29.1994319,99.47446694,19,0.18,0.611111111,0.887138024
Imchon.josuji,South Korea,Palearctic,126.7377122,34.62169091,57.04610545,13.4068723,876.0876909,9.52702558,99.78977023,33,0.49,0.367346939,0.917653605
Imperial,Chile,Neotropic,-72.49582623,-38.49465127,12062.03934,10.72085587,361.1673876,1.409414947,99.78522698,13,0.32,0.9375,0.759874203
Incomati,South Africa,Afrotropic,31.56154103,-25.27816194,46288.39321,20.4564831,310.9147504,1.590506494,92.94460798,96,0.49,0.448979592,0.777559718
Indalsalven,Sweden,Palearctic,14.16872805,63.47236235,25902.00527,1.517674069,766.3259086,0.592524484,96.395543,24,0.3,0.566666667,0.807034729
Indus,Pakistan,Indo-Malay,73.25024183,32.3088572,858196.1174,12.27548474,831.7980516,3.508588254,97.98176986,238,0.44,0.840909091,0.759056769
Inglis,Australia,Australasia,145.6082231,-41.07908538,466.5109013,11.446545,289.9843401,0.689596921,99.91929724,10,0.37,0.756756757,0.72917622
Irharhar,Tunisia,Palearctic,8.691565096,33.52532645,26137.44329,21.77959739,779.1166405,0.821369171,99.90064288,4,0.89,0.033707865,0.926826874
Irminio,Italy,Palearctic,14.73579998,36.94131934,256.8479284,15.55201649,570.4963901,8.678490162,62.28622377,4,0.5,0.18,0.910421379
Irrawaddy,Myanmar,Indo-Malay,96.08179965,23.60063155,375475.3104,21.75893759,382.1776905,1.552682556,99.09439861,195,0.53,0.905660377,0.735567318
Irwell,New Zealand,Australasia,172.2095607,-43.59922801,2512.48947,11.17880568,396.7952261,6.907251835,99.58646543,11,0.27,0.333333333,0.70002504
Irwin,Australia,Australasia,115.5164516,-29.00059413,6138.295947,19.99173991,547.6855103,0.140071422,99.95281262,3,0.77,0.064935065,0.614579235
Isa,South Korea,Palearctic,127.4335891,34.98251725,364.7457752,12.59911349,898.0818553,18.27298713,86.59747888,33,0.39,0.564102564,0.681452857
Isis,Australia,Australasia,152.3983428,-25.3778432,1382.687149,20.86715359,381.8175185,1.43836078,95.37531794,25,0.72,0.083333333,0.613008036
Issyk.Kul,Kyrgyzstan,Palearctic,77.53561233,42.42372476,21952.63538,2.768815115,864.0471367,0.235930607,99.52182423,11,0.46,0.913043478,0.88489804
Itanhaem,Brazil,Neotropic,-46.80212008,-24.06247566,926.7069517,20.50251887,246.6744328,73.98639679,99.91175296,48,0.31,0.774193548,0.908132694
Itanhem,Brazil,Neotropic,-40.15634053,-17.24492373,6460.780141,23.75413345,173.9398546,0.66825144,99.2851527,28,0.46,0.130434783,0.758370462
Itapecuru,Brazil,Neotropic,-44.19727379,-5.396603602,52761.38387,26.2406985,100.8371652,0.308423337,99.93094195,71,0.33,0.787878788,0.794111516
Itata,Chile,Neotropic,-71.95227463,-36.72168635,11430.79025,11.31890852,424.2515971,3.038374811,99.6873809,14,0.32,0.90625,0.733934797
Itaunas,Brazil,Neotropic,-40.19036692,-18.23134077,4687.578129,23.92845983,180.7700635,1.165841833,99.06515762,45,0.31,0.419354839,0.761537497
Ivoloina,Madagascar,Afrotropic,49.19629886,-17.97792268,717.3889084,22.54734634,231.0305094,0.261015404,99.94383318,2,0.29,0.724137931,0.597146863
Ivondro,Madagascar,Afrotropic,48.85929043,-18.13698012,3626.718906,20.72676433,247.2479654,0.235536274,99.95569265,46,0.35,0.771428571,0.589112356
Iwaki,Japan,Palearctic,140.4815026,40.68735683,2558.296463,9.033389346,922.0190352,22.25173855,94.45172356,11,0.34,0.617647059,0.716096097
Iznik,Turkey,Palearctic,29.54080178,40.45238116,1306.667859,13.02310893,669.2925478,43.55935144,99.66199386,15,0.36,0.583333333,0.909700209
Jaboatao,Brazil,Neotropic,-35.10905858,-8.200044151,930.0308331,24.25119756,109.4088759,8.711876154,99.31748214,6,0.54,0.166666667,0.670661682
Jack,Australia,Australasia,146.5346789,-38.55718323,393.6157259,13.24851393,348.5774772,2.840979517,99.76402132,17,0.22,0.454545455,0.722022554
Jaguaribe,Brazil,Neotropic,-39.31181222,-6.052343333,73175.50383,25.66048811,94.03643364,0.678742215,90.0217935,30,0.57,0.228070175,0.609245741
Jaguaripe,Brazil,Neotropic,-39.15503402,-12.94870727,2971.32532,23.45078212,142.0640605,3.937633276,99.93763595,29,0.42,0.19047619,0.693053866
Jalle.Blanquefort,France,Palearctic,-0.689110216,44.86700136,733.2686011,12.87051231,528.1284605,27.74379873,98.29862141,17,0.26,0.576923077,0.881542513
James,United States,Nearctic,-79.04749657,37.7737463,18254.21098,12.32689757,815.8355289,11.49565125,96.4618501,83,0.25,0.56,0.806913459
Jegeen,Iran,Palearctic,57.96686491,26.32739452,6457.023471,24.1192166,536.9597623,0.676365733,99.95702252,9,0.73,0.136986301,0.63854725
Jequetepeque,Peru,Neotropic,-78.89253569,-7.189174395,4155.047302,15.77017956,78.1678352,1.623496622,92.41709168,10,0.32,0.875,0.737215187
Jequirica,Brazil,Neotropic,-39.81018881,-13.19011385,6660.708118,20.99214058,150.2455498,1.279228598,99.91442529,13,0.46,0.173913043,0.695140932
Jequitinhonha,Brazil,Neotropic,-41.97631915,-16.77505681,70742.8001,21.6789271,177.0488748,0.449248008,98.90763155,72,0.35,0.657142857,0.721397219
Jianjiang,China,Indo-Malay,110.8307929,21.9694773,8935.447138,22.41448388,511.077292,8.847757697,95.47281294,57,0.34,0.823529412,0.792471572
Jiaodong.He,China,Palearctic,120.2217939,36.69108997,6288.880473,12.30468098,983.8244992,21.11520922,89.26406706,44,0.29,0.793103448,0.919913543
Jiuojiang,China,Indo-Malay,120.8806562,28.83487448,6356.096026,15.51062975,790.1320212,18.51539767,94.89955198,79,0.31,0.677419355,0.700442601
Juan.Blanco,Argentina,Neotropic,-57.49046901,-35.18871039,148.6672791,16.04538763,491.7200051,1.029666513,99.9139265,15,0.24,0.333333333,0.623585229
Jucar,Spain,Palearctic,-1.575338691,39.38923858,21676.39771,13.28117608,683.5396085,10.71630621,91.76726337,24,0.3,0.166666667,0.907430493
Jucurucu,Brazil,Neotropic,-39.91651343,-16.98689251,5895.046507,23.40684523,164.5720966,0.689558893,99.93806131,60,0.31,0.193548387,0.764823136
Kaba,Sierra Leone,Afrotropic,-12.01941468,9.609547852,18952.04766,26.23908689,138.8958106,0.292969942,99.89452594,72,0.63,0.936507937,0.595209724
Kachigal.Ara,Sri Lanka,Indo-Malay,80.889166,6.191500577,203.5930597,27.0404166,61.08836827,15.50076222,99.3334761,28,0.47,0.382978723,0.73045835
Kadalundi,India,Indo-Malay,76.14028387,11.05330328,1192.533189,26.98905185,140.489472,10.14888811,99.77447835,30,0.49,0.795918367,0.557142887
Kaeda,Japan,Palearctic,131.4056476,31.79476948,85.42993713,15.91945648,726.012646,14.03920007,99.8520977,4,0.24,0.625,0.867486044
Kaeo,New Zealand,Australasia,173.7988887,-35.13207579,121.5078367,14.77950579,286.2128436,0.808234259,99.79846531,8,0.28,0.571428571,0.531347927
Kaesan.josuji,South Korea,Palearctic,128.4826726,35.14233195,91.30152088,12.7362705,866.3082771,121.638588,99.53965544,22,0.44,0.386363636,0.657221804
Kahak.chosuji,South Korea,Palearctic,126.883336,34.49839801,40.19775258,13.40654761,858.099859,9.527025938,99.76693164,26,0.43,0.418604651,0.662143716
Kahutara,New Zealand,Australasia,173.4724516,-42.37497485,238.1921885,10.27114446,390.1451858,0.152070303,99.93798754,11,0.28,0.5,0.665720181
Kai.Iwi,New Zealand,Australasia,174.9788185,-39.80269738,223.9050284,12.43839286,336.4921526,1.716119349,99.85262783,6,0.33,0.575757576,0.754008538
Kaipara,New Zealand,Australasia,174.5049076,-36.70492133,412.1383442,14.59215972,306.6934511,21.7120049,99.57691963,10,0.37,0.567567568,0.794979472
Kaituna,New Zealand,Australasia,176.2850416,-38.00182607,1303.615204,12.42815164,367.9894076,2.113278717,99.37071161,15,0.2,0.7,0.711343817
Kaituna.2,New Zealand,Australasia,173.7594188,-41.36390045,154.0310457,11.17398458,363.34872,2.15051499,99.8654434,8,0.29,0.517241379,0.691786882
Kaiwaka,New Zealand,Australasia,174.4140089,-36.12909271,125.7727881,14.68684825,301.0165347,21.71200442,99.79068671,9,0.34,0.441176471,0.524193469
Kajwa.je,South Korea,Palearctic,126.4901685,34.47678357,64.35916832,13.84718616,855.8480859,9.527025938,99.97555427,20,0.36,0.416666667,0.973663363
Kakaho,New Zealand,Australasia,174.9116097,-41.11070746,160.1833495,12.23589742,325.1819414,7.515856743,98.7958422,15,0.3,0.533333333,0.774875682
Kakanui,New Zealand,Australasia,170.6934419,-45.08892833,897.9285892,9.513865425,382.8351087,2.463796735,99.81402275,12,0.28,0.214285714,0.684333275
Kal.aru,Sri Lanka,Indo-Malay,80.08921627,8.630170764,218.0997166,27.39861653,149.7508801,2.88704446,99.72557475,28,0.66,0.227272727,0.73045835
Kala.Oya,Sri Lanka,Indo-Malay,80.32859417,8.082521274,2861.354552,27.15419006,126.694597,6.104144454,91.84156343,34,0.64,0.375,0.727215553
Kalagamu.Oya,Sri Lanka,Indo-Malay,79.88613286,7.824755929,313.0610812,27.6065688,108.7284732,4.837728202,99.62814005,28,0.43,0.418604651,0.73045835
Kalamas,Greece,Palearctic,20.52600558,39.69082453,1815.935049,13.38155565,653.287259,4.910017729,99.64609542,12,0.36,0.861111111,0.83216945
Kalgan,Australia,Australasia,117.8891632,-34.59342073,2568.66985,15.23084943,352.353541,0.377106242,99.85160271,15,0.82,0.036585366,0.56700062
Kalixalven,Sweden,Palearctic,21.18004464,67.17101339,17880.63083,-0.758225275,963.8709136,0.306322917,99.97539876,29,0.49,0.918367347,0.903474376
Kallada,India,Indo-Malay,76.91916223,8.969838183,1634.798564,26.39920718,97.14492091,11.0230633,91.57083973,52,0.39,0.794871795,0.711019991
Kalu.Ganga,Sri Lanka,Indo-Malay,80.33073534,6.629538721,2929.737539,25.72005564,56.94339953,15.11245751,99.45804934,59,0.36,0.5,0.700281846
Kamchatka,Russia,Palearctic,159.732352,55.75294675,53534.96973,-2.845488149,1058.675166,0.095296292,99.99149603,17,0.48,0.854166667,0.697800739
Kamdun.josuji,South Korea,Palearctic,126.4665397,34.85266424,172.3890689,13.67455229,888.4538022,9.527025938,99.48974342,40,0.29,0.75862069,0.91182891
Kamiji,Japan,Palearctic,136.8202141,34.3776681,95.93392466,15.42266261,755.4604641,62.14790249,92.22063073,19,0.28,0.392857143,0.684759576
Kamo,Japan,Palearctic,136.8385465,34.45750577,72.94397913,15.23224833,755.8612137,62.14790344,99.86427823,8,0.3,0.333333333,0.614696292
Kampar,Indonesia,Indo-Malay,101.4970813,0.060805215,20297.69189,25.83336251,36.04423751,1.735661507,99.76347349,102,0.27,0.62962963,0.715164551
Kanakarayan.Aru,Sri Lanka,Indo-Malay,80.49430741,9.17198189,769.372999,27.52815354,173.6107528,2.211042106,84.71561713,28,0.71,0.197183099,0.73045835
Kangikadichi.Aar,Sri Lanka,Indo-Malay,81.8001342,7.041816148,89.76481491,27.64270839,126.0204036,3.374859512,99.46018512,28,0.61,0.344262295,0.73045835
Kangsu.josuji,South Korea,Palearctic,126.3467347,36.75336312,53.27255837,11.94305551,966.091415,15.00964975,99.97422283,25,0.42,0.452380952,0.669989222
Kantalai.basin,Sri Lanka,Indo-Malay,80.99639866,8.384504084,442.4151585,27.62953386,157.1570424,2.149418175,69.75797111,34,0.56,0.392857143,0.724275463
