Basin.Name,Native.Exotic.Status,Equilibrium,Opportunistic,Periodic,Country,Ecoregion,Median.Longitude,Median.Latitude,RBA,MAT,TS,MAP,PS,GDP,DOF,CSI,NSR,DIS,DISmn,DISmx,RAD,NNSR
Chapman,Non-native,0.563855292,0.175867299,0.260277408,Australia,Australasia,114.8549813,-28.48564338,1804.682165,20.10261026,506.8189558,423.0980801,80.97631566,0.653748602,0,99.91683493,4,0.953006994,0.190890839,3.441041259,0.894882,3
Charente,Native,0.105643841,0.116391086,0.777965073,France,Palearctic,-0.063991302,45.7910681,9561.56072,12.27070828,541.1739829,864.9083888,22.78762539,10.82338834,0.947105634,98.95668924,25,23.84419354,6.382607794,46.32271928,0.7578,13
Charente,Non-native,0.128851747,0.075739187,0.795409066,France,Palearctic,-0.063991302,45.7910681,9561.56072,12.27070828,541.1739829,864.9083888,22.78762539,10.82338834,0.947105634,98.95668924,25,23.84419354,6.382607794,46.32271928,0.7578,13
Charnley,Native,0.095664714,0.413787738,0.490547548,Australia,Australasia,125.4246214,-16.24442854,5902.140753,26.05390606,304.9175573,1010.765115,117.8452038,0.026354588,0,99.99165732,4,6.261834491,0.537149721,21.16896408,0.950507,0
Chasan.chon,Native,0.149420324,0.263207106,0.58737257,South Korea,Palearctic,128.3981766,38.43709346,59.96121488,10.84854652,882.0182524,1216.930233,80.47633859,1.689056158,0,99.92579497,26,4.061,0.955,11.531,0.847029,1
Chasan.chon,Non-native,0,0,1,South Korea,Palearctic,128.3981766,38.43709346,59.96121488,10.84854652,882.0182524,1216.930233,80.47633859,1.689056158,0,99.92579497,26,4.061,0.955,11.531,0.847029,1
Chava.Aru,Native,0.172124335,0.334484813,0.493390852,Sri Lanka,Indo-Malay,80.84909573,9.033080262,28.19016927,27.70195317,174.6371336,1451,93.30655551,1.956746489,0,99.5205779,28,2.266,0.464,7.297,0.880428,2
Chava.Aru,Non-native,0.445884965,0.191741971,0.362373064,Sri Lanka,Indo-Malay,80.84909573,9.033080262,28.19016927,27.70195317,174.6371336,1451,93.30655551,1.956746489,0,99.5205779,28,2.266,0.464,7.297,0.880428,2
Cheakamus,Native,0.24102647,0.052171633,0.706801897,Canada,Nearctic,-123.3425939,50.10199127,3854.869803,2.660852519,629.2768673,1441.051766,43.64620325,13.07696962,2.710482374,98.98660423,14,35.28547352,11.80493227,64.44695107,0.69037,1
Cheakamus,Non-native,0.0606678,0,0.9393322,Canada,Nearctic,-123.3425939,50.10199127,3854.869803,2.660852519,629.2768673,1441.051766,43.64620325,13.07696962,2.710482374,98.98660423,14,35.28547352,11.80493227,64.44695107,0.69037,1
Chehalis,Native,0.212802603,0.111684196,0.675513201,United States,Nearctic,-123.2296113,46.8847028,5459.553799,9.678636468,469.5658346,1915.513845,62.34484863,4.421812117,2.941100607,98.36983326,31,33.493098,6.615647312,71.86580373,0.831409,17
Chehalis,Non-native,0.141581041,0.048540468,0.80987849,United States,Nearctic,-123.2296113,46.8847028,5459.553799,9.678636468,469.5658346,1915.513845,62.34484863,4.421812117,2.941100607,98.36983326,31,33.493098,6.615647312,71.86580373,0.831409,17
Chengianjiang,Native,0.130917416,0.283028679,0.586053905,China,Indo-Malay,120.8271411,29.6183567,5178.404708,15.55052683,834.7044934,1345.029919,46.03366803,19.83938289,15.09244403,91.77603568,90,20.13950355,9.646250376,34.67240204,0.564687,4
Chengianjiang,Non-native,0.052061145,0.001713166,0.946225689,China,Indo-Malay,120.8271411,29.6183567,5178.404708,15.55052683,834.7044934,1345.029919,46.03366803,19.83938289,15.09244403,91.77603568,90,20.13950355,9.646250376,34.67240204,0.564687,4
Chenini,Native,0.308000416,0.335143301,0.356856283,Tunisia,Palearctic,10.04570988,33.76648908,275.8456565,20.26688775,628.9122601,190.2387268,64.3206411,1.304296002,0,99.70626241,1,0.427667856,0.015519481,0.862021484,0.96463,1
Chenini,Non-native,0.523010252,0.476989748,0,Tunisia,Palearctic,10.04570988,33.76648908,275.8456565,20.26688775,628.9122601,190.2387268,64.3206411,1.304296002,0,99.70626241,1,0.427667856,0.015519481,0.862021484,0.96463,1
Chew.Tobacco.creek,Native,0.048568908,0.553287106,0.398143986,Australia,Australasia,148.1586893,-40.09362162,163.2832631,13.64113759,309.3398121,745.968254,18.96039954,0.03675642,0,99.93013263,4,0.835,0,1.835,1,0
Chico,Native,0.080757165,0.278245207,0.640997628,Argentina,Neotropic,-70.72487405,-49.12974023,18260.76249,7.653927232,488.9910052,192.4594778,24.41017766,0.019959243,0,99.94003854,4,9.05319472,4.903842665,16.76929555,0.547473,3
Chico,Non-native,0.123114356,0,0.876885644,Argentina,Neotropic,-70.72487405,-49.12974023,18260.76249,7.653927232,488.9910052,192.4594778,24.41017766,0.019959243,0,99.94003854,4,9.05319472,4.903842665,16.76929555,0.547473,3
Chienti,Native,0.151690299,0.201843858,0.646465843,Italy,Palearctic,13.29104997,43.13939314,1340.79087,12.19424836,668.1931117,791.7420263,18.06140824,24.0399394,6.632176033,95.0433967,12,5.325992407,2.152907629,8.787261796,0.606422,6
Chienti,Non-native,0.105083229,0.066448248,0.828468522,Italy,Palearctic,13.29104997,43.13939314,1340.79087,12.19424836,668.1931117,791.7420263,18.06140824,24.0399394,6.632176033,95.0433967,12,5.325992407,2.152907629,8.787261796,0.606422,6
Chigusa,Native,0.348687133,0.361913782,0.289399085,Japan,Palearctic,134.3883403,34.98127727,733.2197913,13.04460901,845.1344022,1545.789981,46.84738526,53.41191483,0,99.72789267,1,9.758696765,7.342412075,12.29566514,0.252227,0
Chikugo,Native,0.179697568,0.256742575,0.563559858,Japan,Palearctic,130.809818,33.27962038,2833.699517,13.83840951,806.8444141,2080.622436,62.77395338,107.3486137,5.809914713,96.39300899,3,32.20181681,11.31187193,74.59250799,0.73664,1
Chikugo,Non-native,0.392511355,0.422603255,0.18488539,Japan,Palearctic,130.809818,33.27962038,2833.699517,13.83840951,806.8444141,2080.622436,62.77395338,107.3486137,5.809914713,96.39300899,3,32.20181681,11.31187193,74.59250799,0.73664,1
Chilwa,Native,0.295058791,0.322788927,0.382152283,Malawi,Afrotropic,35.71817034,-15.34238046,9712.065071,22.24095948,249.9317502,1150.324758,95.82033657,1.219245866,0,99.96202127,45,6.007730854,0.909064788,17.27979025,0.900042,1
Chilwa,Non-native,0.475192371,0.050612149,0.47419548,Malawi,Afrotropic,35.71817034,-15.34238046,9712.065071,22.24095948,249.9317502,1150.324758,95.82033657,1.219245866,0,99.96202127,45,6.007730854,0.909064788,17.27979025,0.900042,1
Chimjin,Native,0.168559424,0.301884433,0.529556143,South Korea,Palearctic,126.8329984,34.73078748,494.6701796,12.90614285,888.2879464,1382.821429,71.74089725,9.527025938,0,99.72188495,55,4.94861786,1.510810274,12.4205617,0.783107,2
Chimjin,Non-native,0.196255677,0.211301628,0.592442695,South Korea,Palearctic,126.8329984,34.73078748,494.6701796,12.90614285,888.2879464,1382.821429,71.74089725,9.527025938,0,99.72188495,55,4.94861786,1.510810274,12.4205617,0.783107,2
Chindari,Native,0.106345334,0.2261173,0.667537366,South Korea,Palearctic,127.8930242,35.01315099,88.07653386,12.91311065,885.8811198,1420.232759,77.86777128,21.48364615,0,99.88615007,19,5.321,1.321,14.175,0.829504,1
Chindari,Non-native,0,0,1,South Korea,Palearctic,127.8930242,35.01315099,88.07653386,12.91311065,885.8811198,1420.232759,77.86777128,21.48364615,0,99.88615007,19,5.321,1.321,14.175,0.829504,1
Chinjuk.chosuji,Native,0.14301236,0.33128153,0.525706109,South Korea,Palearctic,126.5997125,36.44657867,38.16565285,11.88433638,960.7481011,1227.37037,80.40009308,15.00964975,0,99.90155,23,6.171,1.557,18.317,0.843313,1
Chinjuk.chosuji,Non-native,0,0,1,South Korea,Palearctic,126.5997125,36.44657867,38.16565285,11.88433638,960.7481011,1227.37037,80.40009308,15.00964975,0,99.90155,23,6.171,1.557,18.317,0.843313,1
Chire,Native,0.127894728,0.359754321,0.512350951,South Korea,Palearctic,126.4848721,37.69750154,48.49267499,11.04861113,1021.854531,1275.275362,96.25915948,121.1980972,0,99.69822907,21,9.43,2.261,32.82,0.871098,1
Chire,Non-native,0,0,1,South Korea,Palearctic,126.4848721,37.69750154,48.49267499,11.04861113,1021.854531,1275.275362,96.25915948,121.1980972,0,99.69822907,21,9.43,2.261,32.82,0.871098,1
Chiriqui.Viejo,Native,0.331821828,0.377924452,0.29025372,Panama,Neotropic,-82.75155081,8.674155681,1585.121871,22.08076065,68.47373336,3008.036918,63.86269502,3.440842509,0,99.87236387,17,27.12211797,9.529689541,59.01118831,0.721927,0
Chisan,Native,0.157211681,0.301286301,0.541502017,South Korea,Palearctic,126.4227302,34.89657232,47.2031408,13.51906783,888.5151191,1175.779661,68.13399648,9.527025819,0,99.62771746,37,4.791,1.332,12.963,0.813641,2
Chisan,Non-native,0.196255677,0.211301628,0.592442695,South Korea,Palearctic,126.4227302,34.89657232,47.2031408,13.51906783,888.5151191,1175.779661,68.13399648,9.527025819,0,99.62771746,37,4.791,1.332,12.963,0.813641,2
Chittari,Native,0.180506412,0.381086326,0.438407263,India,Indo-Malay,75.17304537,12.32216181,197.3889644,26.9427659,133.6822802,4142.404255,128.1173946,7.381847143,0,99.7714884,24,21.038,0.835,86.776,0.980938,0
Chocancharava,Native,0.288673666,0.254128159,0.457198175,Argentina,Neotropic,-63.88305442,-32.8835901,14088.28215,16.39087094,513.57194,805.6502405,62.37414323,0.879385754,0,99.6104187,26,1.800321327,0.712146608,4.020553486,0.699053,2
Chocancharava,Non-native,0.109825612,0,0.890174388,Argentina,Neotropic,-63.88305442,-32.8835901,14088.28215,16.39087094,513.57194,805.6502405,62.37414323,0.879385754,0,99.6104187,26,1.800321327,0.712146608,4.020553486,0.699053,2
Choctawhatchee,Native,0.20685681,0.318124867,0.475018323,United States,Nearctic,-85.7753572,31.22902993,11879.80766,18.56807022,664.4864689,1410.734569,21.11422065,6.217483163,0.857349854,99.56843574,94,25.55733955,12.41089413,49.48296427,0.598962,5
Choctawhatchee,Non-native,0.070565391,0.036529515,0.892905094,United States,Nearctic,-85.7753572,31.22902993,11879.80766,18.56807022,664.4864689,1410.734569,21.11422065,6.217483163,0.857349854,99.56843574,94,25.55733955,12.41089413,49.48296427,0.598962,5
Chogam.je,Native,0.162794692,0.317235669,0.51996964,South Korea,Palearctic,126.6828257,34.81468597,158.2542377,13.28189593,899.0445703,1293.947598,69.81634865,9.527025938,0,99.73089068,36,3.29,1.044,8.297,0.776469,2
Chogam.je,Non-native,0.196255677,0.211301628,0.592442695,South Korea,Palearctic,126.6828257,34.81468597,158.2542377,13.28189593,899.0445703,1293.947598,69.81634865,9.527025938,0,99.73089068,36,3.29,1.044,8.297,0.776469,2
Chogok.chon,Native,0.165279451,0.323551803,0.511168747,South Korea,Palearctic,129.2967761,36.12990156,161.2199525,12.42829136,886.3017091,1116.798319,67.2714859,9.85035789,47.80132582,79.69097549,20,2.517,0.998,5.59,0.697025,1
Chogok.chon,Non-native,0,0,1,South Korea,Palearctic,129.2967761,36.12990156,161.2199525,12.42829136,886.3017091,1116.798319,67.2714859,9.85035789,47.80132582,79.69097549,20,2.517,0.998,5.59,0.697025,1
Choluteca,Native,0.384332141,0.268919876,0.346747982,Honduras,Neotropic,-87.02716212,13.82413761,8039.477161,22.90366717,126.9734704,1169.290552,84.62227054,2.613031507,0,99.83016038,29,18.01149155,3.304913066,50.04259105,0.876099,1
Choluteca,Non-native,0.843249089,0.142473749,0.014277162,Honduras,Neotropic,-87.02716212,13.82413761,8039.477161,22.90366717,126.9734704,1169.290552,84.62227054,2.613031507,0,99.83016038,29,18.01149155,3.304913066,50.04259105,0.876099,1
Chomam.josuji,Native,0.13231769,0.325925335,0.541756975,South Korea,Palearctic,127.3566519,34.66527179,39.052161,13.65154316,873.7756969,1435.777778,73.06481142,12.20229602,0,99.80593416,16,8.506,2.525,20.742,0.782954,1
Chomam.josuji,Non-native,0,0,1,South Korea,Palearctic,127.3566519,34.66527179,39.052161,13.65154316,873.7756969,1435.777778,73.06481142,12.20229602,0,99.80593416,16,8.506,2.525,20.742,0.782954,1
Chondae.josuji,Native,0.145272388,0.305455758,0.549271854,South Korea,Palearctic,126.7354238,36.94583099,67.90058159,11.75270392,1003.429942,1252.265957,82.93275533,15.00965023,0,99.78283637,32,3.101,0.718,9.546,0.860094,2
Chondae.josuji,Non-native,0.196255677,0.211301628,0.592442695,South Korea,Palearctic,126.7354238,36.94583099,67.90058159,11.75270392,1003.429942,1252.265957,82.93275533,15.00965023,0,99.78283637,32,3.101,0.718,9.546,0.860094,2
Chonggye.josuji,Native,0.171653537,0.197599826,0.630746638,South Korea,Palearctic,129.3252466,36.19221254,89.11373264,12.36101188,873.0180708,1120.666667,66.17405552,9.85035789,0,99.71277805,12,3.699,1.35,8.708,0.731557,1
Chonggye.josuji,Non-native,0,0,1,South Korea,Palearctic,129.3252466,36.19221254,89.11373264,12.36101188,873.0180708,1120.666667,66.17405552,9.85035789,0,99.71277805,12,3.699,1.35,8.708,0.731557,1
Chongho.josuji,Native,0.141265878,0.34622669,0.512507432,South Korea,Palearctic,126.6695212,35.70960027,109.1359908,12.89182896,935.5892417,1206.279221,73.83939505,34.35796595,0,99.85009856,44,6.597,1.992,16.869,0.78877,2
Chongho.josuji,Non-native,0.196255677,0.211301628,0.592442695,South Korea,Palearctic,126.6695212,35.70960027,109.1359908,12.89182896,935.5892417,1206.279221,73.83939505,34.35796595,0,99.85009856,44,6.597,1.992,16.869,0.78877,2
Chongup,Native,0.151549131,0.323074019,0.52537685,South Korea,Palearctic,126.9274996,35.65495641,809.193342,12.65361209,951.0242631,1264.044944,76.23699928,32.90818548,16.56744363,91.76713665,55,5.189006257,0.950138613,12.03372196,0.853643,2
Chongup,Non-native,0.196255677,0.211301628,0.592442695,South Korea,Palearctic,126.9274996,35.65495641,809.193342,12.65361209,951.0242631,1264.044944,76.23699928,32.90818548,16.56744363,91.76713665,55,5.189006257,0.950138613,12.03372196,0.853643,2
Chonmi.chon,Native,0.096854415,0.324949188,0.578196397,South Korea,Palearctic,126.7339405,33.41028057,142.572764,13.61813233,769.2949737,1905.331658,55.75633102,9.196617842,0,99.73995908,11,4.380203745,2.215398219,10.73960328,0.657986,0
Choptank,Native,0.21731964,0.235537929,0.547142431,United States,Nearctic,-75.84261388,38.9540491,1215.486368,12.98455449,866.5744433,1122.317452,11.52254015,57.94758511,0,99.91081028,41,8.465529606,4.663793504,15.30256665,0.532835,28
Choptank,Non-native,0.111833085,0.10811364,0.780053275,United States,Nearctic,-75.84261388,38.9540491,1215.486368,12.98455449,866.5744433,1122.317452,11.52254015,57.94758511,0,99.91081028,41,8.465529606,4.663793504,15.30256665,0.532835,28
Choshui,Native,0.195138901,0.314839985,0.490021115,Taiwan,Indo-Malay,120.915449,23.74452952,3269.147947,16.06022863,364.2872424,2634.327508,73.84070993,35.65468216,1.028016219,99.19245887,34,45.45392727,12.11092804,101.4029423,0.786618,0
Chubut,Native,0.15948974,0.265171267,0.575338993,Argentina,Neotropic,-69.48477923,-44.27110909,98971.96132,9.501174757,508.858013,274.3264354,41.77779143,0.113322688,3.786021094,98.66372386,12,40.40050063,12.80491219,82.31715003,0.730769,5
Chubut,Non-native,0.171841531,0,0.828158469,Argentina,Neotropic,-69.48477923,-44.27110909,98971.96132,9.501174757,508.858013,274.3264354,41.77779143,0.113322688,3.786021094,98.66372386,12,40.40050063,12.80491219,82.31715003,0.730769,5
Chujin,Native,0.135100984,0.336151073,0.528747943,South Korea,Palearctic,126.6441873,35.43183882,225.1199821,12.77226522,925.0895441,1236.52322,73.64635446,34.35796595,2.41759621,98.55029376,32,4.457,1.429,10.71,0.764561,2
Chujin,Non-native,0.196255677,0.211301628,0.592442695,South Korea,Palearctic,126.6441873,35.43183882,225.1199821,12.77226522,925.0895441,1236.52322,73.64635446,34.35796595,2.41759621,98.55029376,32,4.457,1.429,10.71,0.764561,2
Chukotat,Native,0.230585189,0.239539584,0.529875227,Canada,Nearctic,-77.93789788,60.85821507,101.5287425,-6.499149653,1304.361429,362.4122449,48.89470691,0.024568076,0,100,3,0.691700569,0.000493565,3.824591733,0.999742,0
Chukto.san,Native,0.157979551,0.306712852,0.535307596,South Korea,Palearctic,129.393363,36.46801467,105.2360352,12.54138326,860.7579358,1087.544218,62.15012087,9.85035789,0,99.85130284,23,1.88,0.659,4.43,0.74101,1
Chukto.san,Non-native,0,0,1,South Korea,Palearctic,129.393363,36.46801467,105.2360352,12.54138326,860.7579358,1087.544218,62.15012087,9.85035789,0,99.85130284,23,1.88,0.659,4.43,0.74101,1
Chungdomun,Native,0.159147019,0.329427523,0.511425458,South Korea,Palearctic,128.5356131,38.14942169,139.28174,9.907920764,908.3508002,1292.613861,77.50414208,1.689056039,0,99.6794089,27,8.924,2.051,24.033,0.842739,1
Chungdomun,Non-native,0,0,1,South Korea,Palearctic,128.5356131,38.14942169,139.28174,9.907920764,908.3508002,1292.613861,77.50414208,1.689056039,0,99.6794089,27,8.924,2.051,24.033,0.842739,1
Chunggwang.je,Native,0.148440545,0.329572733,0.521986722,South Korea,Palearctic,127.313364,34.86896447,117.4076878,12.87113456,890.399032,1425.542169,75.26255435,12.2022965,0,99.5471501,34,2.227,0.583,5.551,0.809912,1
Chunggwang.je,Non-native,0,0,1,South Korea,Palearctic,127.313364,34.86896447,117.4076878,12.87113456,890.399032,1425.542169,75.26255435,12.2022965,0,99.5471501,34,2.227,0.583,5.551,0.809912,1
Chungmun.chon,Native,0.148329999,0.312726929,0.538943073,South Korea,Palearctic,126.4022222,33.28805556,21.5230113,13.98652773,747.6818746,1843.166667,57.08795904,9.196617603,0,99.90015,9,9.106,4.004,19.65,0.661453,1
Chungmun.chon,Non-native,0,0,1,South Korea,Palearctic,126.4022222,33.28805556,21.5230113,13.98652773,747.6818746,1843.166667,57.08795904,9.196617603,0,99.90015,9,9.106,4.004,19.65,0.661453,1
Chungnyul.li,Native,0.115718167,0.260922822,0.623359011,South Korea,Palearctic,126.7559554,37.33683355,73.03000907,11.83018711,1040.155217,1266.602041,85.83470823,121.1980972,0,94.21209698,12,6.156,1.224,20.889,0.889296,1
Chungnyul.li,Non-native,0,0,1,South Korea,Palearctic,126.7559554,37.33683355,73.03000907,11.83018711,1040.155217,1266.602041,85.83470823,121.1980972,0,94.21209698,12,6.156,1.224,20.889,0.889296,1
Churchill,Native,0.159211012,0.142536837,0.698252151,Canada,Nearctic,-103.832807,56.25887527,304248.866,-2.078973245,1401.296718,487.7900108,57.15151618,0.057659011,2.071599591,98.9575695,32,36.12497606,31.39145074,40.44120023,0.125984,0
Churchill.Atlantic,Native,0.134921494,0.096235197,0.76884331,Canada,Nearctic,-64.67496675,53.46736299,93048.90905,-4.003004271,1261.933691,873.0263888,28.72352639,0.020775884,2.780015776,98.39355103,20,90.98032963,71.30110477,141.3490323,0.329405,0
Churiyan.Aru,Native,0.172124335,0.334484813,0.493390852,Sri Lanka,Indo-Malay,80.79542651,8.986902598,149.9336317,27.75459034,175.2758837,1460.875706,90.19734989,2.810821354,0,99.65509862,28,11.86269627,2.108944299,38.74622537,0.89676,2
Churiyan.Aru,Non-native,0.445884965,0.191741971,0.362373064,Sri Lanka,Indo-Malay,80.79542651,8.986902598,149.9336317,27.75459034,175.2758837,1460.875706,90.19734989,2.810821354,0,99.65509862,28,11.86269627,2.108944299,38.74622537,0.89676,2
Cidurian,Native,0.238737456,0.215271499,0.545991045,Indonesia,Indo-Malay,106.4184107,-6.362477672,842.9616282,25.3673955,40.30716803,2802.64004,30.91061874,110.5948715,0,99.87010993,7,24.27496452,10.77133022,45.72007644,0.618656,3
Cidurian,Non-native,0.381344498,0.189969383,0.428686119,Indonesia,Indo-Malay,106.4184107,-6.362477672,842.9616282,25.3673955,40.30716803,2802.64004,30.91061874,110.5948715,0,99.87010993,7,24.27496452,10.77133022,45.72007644,0.618656,3
Cihuatlan,Native,0.350476229,0.323038528,0.326485243,Mexico,Neotropic,-104.2592789,19.36513331,2154.650926,22.99641045,173.7497158,1234.496997,113.3181612,3.565670788,0,99.89357595,17,5.084673545,0.742007111,15.14802178,0.906607,2
Cihuatlan,Non-native,0.66026197,0,0.33973803,Mexico,Neotropic,-104.2592789,19.36513331,2154.650926,22.99641045,173.7497158,1234.496997,113.3181612,3.565670788,0,99.89357595,17,5.084673545,0.742007111,15.14802178,0.906607,2
Ciliwung,Native,0.177297427,0.302307184,0.520395389,Indonesia,Indo-Malay,106.842994,-6.372177414,305.7642114,26.71540749,37.00526902,2721.230769,39.51773571,110.7903042,0,96.31909697,15,25.45777866,12.6468068,43.13061459,0.546526,5
Ciliwung,Non-native,0.624797226,0.13004977,0.245153004,Indonesia,Indo-Malay,106.842994,-6.372177414,305.7642114,26.71540749,37.00526902,2721.230769,39.51773571,110.7903042,0,96.31909697,15,25.45777866,12.6468068,43.13061459,0.546526,5
Cimaja,Native,0.145163809,0.291411507,0.563424684,Indonesia,Indo-Malay,106.506321,-6.912420023,253.3656765,22.60425256,34.79955945,3691.061856,36.19239911,109.312088,0,99.92618718,6,22.166,9.612,35.379,0.572715,4
Cimaja,Non-native,0.459349187,0.142477037,0.398173776,Indonesia,Indo-Malay,106.506321,-6.912420023,253.3656765,22.60425256,34.79955945,3691.061856,36.19239911,109.312088,0,99.92618718,6,22.166,9.612,35.379,0.572715,4
Cipero,Native,0.429005154,0.249907321,0.321087525,Trinidad and Tobago,Neotropic,-61.42821429,10.26630952,29.45142148,26.63916653,56.53845847,1457.685714,50.40665643,17.19340968,0,97.83645,5,1.193327449,0.430401346,2.168123612,0.668734,0
Cisadane,Native,0.216850057,0.268242635,0.514907308,Indonesia,Indo-Malay,106.7000873,-6.551862434,1551.008039,22.72335756,37.42244581,3304.76864,28.82856411,110.7705383,0,99.418667,33,43.77376663,23.14113287,66.87156481,0.485825,6
Cisadane,Non-native,0.415991599,0.110214381,0.47379402,Indonesia,Indo-Malay,106.7000873,-6.551862434,1551.008039,22.72335756,37.42244581,3304.76864,28.82856411,110.7705383,0,99.418667,33,43.77376663,23.14113287,66.87156481,0.485825,6
Cisukawayana,Native,0.104351449,0.41733929,0.478309261,Indonesia,Indo-Malay,106.3400311,-6.935321163,141.1106885,23.94347481,36.29449724,3667.584906,37.64114134,110.7777328,0,99.94404837,13,12.884,5.423,20.627,0.583647,1
Cisukawayana,Non-native,0.623816338,0.376183662,0,Indonesia,Indo-Malay,106.3400311,-6.935321163,141.1106885,23.94347481,36.29449724,3667.584906,37.64114134,110.7777328,0,99.94404837,13,12.884,5.423,20.627,0.583647,1
Cixerri,Native,0.11298433,0.127988249,0.75902742,Italy,Palearctic,8.92309056,39.45002188,2238.738544,16.12817047,602.3499552,566.4603505,52.92657025,8.761954069,9.674255015,94.27644637,6,2.516630308,0.325679368,6.112616328,0.898831,5
Cixerri,Non-native,0.250696949,0.137012514,0.612290537,Italy,Palearctic,8.92309056,39.45002188,2238.738544,16.12817047,602.3499552,566.4603505,52.92657025,8.761954069,9.674255015,94.27644637,6,2.516630308,0.325679368,6.112616328,0.898831,5
Clarence.Aus,Native,0.078150891,0.410845805,0.511003303,Australia,Australasia,152.4935008,-29.51505099,22123.13544,16.2891176,415.3855094,1127.702155,45.93873551,1.212011129,0,99.91753279,58,10.51443632,5.213076285,16.81555113,0.5267,2
Clarence.Aus,Non-native,0.290050269,0.258211789,0.451737943,Australia,Australasia,152.4935008,-29.51505099,22123.13544,16.2891176,415.3855094,1127.702155,45.93873551,1.212011129,0,99.91753279,58,10.51443632,5.213076285,16.81555113,0.5267,2
Clarence.NZ,Native,0.071285077,0.401231336,0.527483587,New Zealand,Australasia,173.2649764,-42.19352352,3280.163302,7.520209182,458.7739049,1735.337284,30.77697592,0.348169707,0,99.97275471,16,39.56415821,18.61473661,69.89127298,0.579357,2
Clarence.NZ,Non-native,0.16164822,0,0.83835178,New Zealand,Australasia,173.2649764,-42.19352352,3280.163302,7.520209182,458.7739049,1735.337284,30.77697592,0.348169707,0,99.97275471,16,39.56415821,18.61473661,69.89127298,0.579357,2
Claudie,Native,0.093719802,0.573043191,0.333237007,Australia,Australasia,143.2778463,-12.75495257,364.8597297,25.49732956,177.1676485,2022.518182,93.44747429,0.005435584,0,99.93492717,4,7.844036566,1.041820337,22.05259577,0.909777,0
Clutha,Native,0.055587891,0.398867243,0.545544866,New Zealand,Australasia,169.1851768,-45.09356225,20815.68583,7.553471191,445.477459,1651.760305,30.04605879,0.231977671,6.956264718,96.54332346,20,73.76693829,46.80517945,132.3261399,0.47742,6
Clutha,Non-native,0.132321715,0.017616238,0.850062047,New Zealand,Australasia,169.1851768,-45.09356225,20815.68583,7.553471191,445.477459,1651.760305,30.04605879,0.231977671,6.956264718,96.54332346,20,73.76693829,46.80517945,132.3261399,0.47742,6
Clyde.Aus,Native,0.046661297,0.382997549,0.570341154,Australia,Australasia,150.1453887,-35.49076838,1732.626402,14.78610944,372.9755996,998.7586764,22.29096532,2.77208674,0,99.95023922,31,4.501519725,2.886310395,6.870993914,0.40838,0
Clyde.Scotland,Native,0.079130249,0.155416576,0.765453176,United Kingdom,Palearctic,-4.009907951,55.71933896,2999.800425,7.793082347,410.3238096,1415.553088,30.15746824,41.55144405,1.936209471,97.86755319,16,14.77635842,6.989299707,24.2843329,0.553023,14
Clyde.Scotland,Non-native,0.096934016,0.077207146,0.825858838,United Kingdom,Palearctic,-4.009907951,55.71933896,2999.800425,7.793082347,410.3238096,1415.553088,30.15746824,41.55144405,1.936209471,97.86755319,16,14.77635842,6.989299707,24.2843329,0.553023,14
Coahuanyana,Native,0.485045877,0.312611024,0.202343099,Mexico,Neotropic,-103.378982,19.30465705,7123.216325,22.14412162,177.2599873,925.1819008,108.429065,5.213660598,2.127711314,98.5195565,13,7.589697049,0.6634055,23.14299367,0.944267,1
Coahuanyana,Non-native,0.091858404,0.485279502,0.422862094,Mexico,Neotropic,-103.378982,19.30465705,7123.216325,22.14412162,177.2599873,925.1819008,108.429065,5.213660598,2.127711314,98.5195565,13,7.589697049,0.6634055,23.14299367,0.944267,1
Coal,Native,0.059699157,0.369791992,0.570508852,Australia,Australasia,147.4827109,-42.66453896,995.9375512,11.27836933,337.9154248,643.9647841,15.70946761,4.116295278,20.09367292,91.14923317,16,1.557758639,0.854132588,2.510583178,0.4923,4
Coal,Non-native,0.068014874,0.0165659,0.915419225,Australia,Australasia,147.4827109,-42.66453896,995.9375512,11.27836933,337.9154248,643.9647841,15.70946761,4.116295278,20.09367292,91.14923317,16,1.557758639,0.854132588,2.510583178,0.4923,4
Coasters.Island,Native,0.170308811,0.194350894,0.635340295,United States,Nearctic,-71.27911658,41.54026662,119.4839493,10.1882384,859.6959785,1209.196203,10.85676767,52.27376842,0,98.84005,35,4.105,2.217,7.518,0.54453,0
Coatzacoalcos,Native,0.29398342,0.298778056,0.407238525,Mexico,Neotropic,-94.72471611,17.35341415,21278.65823,24.87804462,209.7434259,2324.88283,73.03697304,2.417339563,0,99.92810625,78,63.53697815,7.520000566,177.783884,0.918836,2
Coatzacoalcos,Non-native,0.377912603,0.002043759,0.620043637,Mexico,Neotropic,-94.72471611,17.35341415,21278.65823,24.87804462,209.7434259,2324.88283,73.03697304,2.417339563,0,99.92810625,78,63.53697815,7.520000566,177.783884,0.918836,2
Cocheco,Native,0.177008701,0.174727448,0.648263851,United States,Nearctic,-70.9999805,43.21764027,2555.859696,7.916616806,952.9196972,1112.188232,10.86841856,30.20254135,8.721726237,95.01132615,32,9.919272765,5.956607329,20.16738418,0.543974,13
Cocheco,Non-native,0.102287742,0.065311061,0.832401197,United States,Nearctic,-70.9999805,43.21764027,2555.859696,7.916616806,952.9196972,1112.188232,10.86841856,30.20254135,8.721726237,95.01132615,32,9.919272765,5.956607329,20.16738418,0.543974,13
