"x"
"Acroteriobatus_annulatus"
"Brevitrygon_walga"
"Carcharhinus_amboinensis"
"Carcharhinus_brachyurus"
"Carcharhinus_leucas"
"Carcharhinus_limbatus"
"Carcharhinus_melanopterus"
"Carcharhinus_obscurus"
"Carcharhinus_porosus"
"Caspiomyzon_hellenicus"
"Caspiomyzon_wagneri"
"Dasyatis_hastata"
"Entosphenus_folletti"
"Entosphenus_lethophagus"
"Entosphenus_macrostoma"
"Entosphenus_minimus"
"Entosphenus_similis"
"Entosphenus_tridentatus"
"Eudontomyzon_danfordi"
"Eudontomyzon_mariae"
"Eudontomyzon_morii"
"Eudontomyzon_stankokaramani"
"Fluvitrygon_oxyrhynchus"
"Fluvitrygon_signifer"
"Fontitrygon_garouaensis"
"Fontitrygon_margarita"
"Fontitrygon_margaritella"
"Fontitrygon_ukpam"
"Galeocerdo_cuvier"
"Geotria_australis"
"Glaucostegus_cemiculus"
"Gymnura_micrura"
"Heliotrygon_gomesi"
"Heliotrygon_rosai"
"Hemitrygon_akajei"
"Hemitrygon_laosensis"
"Himantura_krempfi"
"Hypanus_rudis"
"Hypanus_sabinus"
"Ichthyomyzon_bdellium"
"Ichthyomyzon_castaneus"
"Ichthyomyzon_fossor"
"Ichthyomyzon_gagei"
"Ichthyomyzon_greeleyi"
"Ichthyomyzon_unicuspis"
"Isogomphodon_oxyrhynchus"
"Lampetra_aepyptera"
"Lampetra_ayresii"
"Lampetra_fluviatilis"
"Lampetra_hubbsi"
"Lampetra_pacifica"
"Lampetra_planeri"
"Lampetra_richardsoni"
"Lampetra_zanandreai"
"Lepidosiren_paradoxa"
"Leptocharias_smithii"
"Lethenteron_appendix"
"Lethenteron_camtschaticum"
"Lethenteron_kessleri"
"Lethenteron_reissneri"
"Leucoraja_wallacei"
"Mordacia_lapicida"
"Mordacia_mordax"
"Mordacia_praecox"
"Mustelus_higmani"
"Neoceratodus_forsteri"
"Paratrygon_aiereba"
"Pastinachus_sephen"
"Pateobatis_bleekeri"
"Petromyzon_marinus"
"Plesiotrygon_iwamae"
"Plesiotrygon_nana"
"Potamotrygon_boesemani"
"Potamotrygon_brachyura"
"Potamotrygon_constellata"
"Potamotrygon_falkneri"
"Potamotrygon_henlei"
"Potamotrygon_histrix"
"Potamotrygon_humerosa"
"Potamotrygon_leopoldi"
"Potamotrygon_magdalenae"
"Potamotrygon_marinae"
"Potamotrygon_motoro"
"Potamotrygon_ocellata"
"Potamotrygon_orbignyi"
"Potamotrygon_schroederi"
"Potamotrygon_schuhmacheri"
"Potamotrygon_scobina"
"Potamotrygon_signata"
"Potamotrygon_tatianae"
"Potamotrygon_tigrina"
"Potamotrygon_yepezi"
"Pristis_clavata"
"Pristis_microdon"
"Pristis_pectinata"
"Pristis_perotteti"
"Pristis_pristis"
"Protopterus_aethiopicus"
"Protopterus_amphibius"
"Protopterus_annectens"
"Protopterus_dolloi"
"Raja_miraletus"
"Rhinobatos_albomaculatus"
"Rhinobatos_rhinobatos"
"Rhinoptera_bonasus"
"Rhizoprionodon_acutus"
"Rhizoprionodon_porosus"
"Rhizoprionodon_terraenovae"
"Rhynchobatus_djiddensis"
"Sphyrna_lewini"
"Sphyrna_tiburo"
"Tetrapleurodon_geminis"
"Tetrapleurodon_spadiceus"
"Torpedo_fuscomaculata"
"Triakis_scyllium"
"Urogymnus_granulatus"
"Urogymnus_polylepis"
