Basin.Name,Native.Exotic.Status,Equilibrium,Opportunistic,Periodic,Country,Ecoregion,Median.Longitude,Median.Latitude,RBA,MAT,TS,GDP,CSI,NSR,PRD,SRD
Dnepr,Native,0.112114883,0.237869,0.650016116,Ukraine,Palearctic,31.41189173,51.3062635,512313.2376,6.786967806,916.3947692,2.855005383,98.69992022,71,0.35,0.571428571
Dnepr,Non-native,0.163276092,0.140410509,0.6963134,Ukraine,Palearctic,31.41189173,51.3062635,512313.2376,6.786967806,916.3947692,2.855005383,98.69992022,71,0.35,0.571428571
Dnestr,Native,0.117997136,0.208335861,0.673667003,Ukraine,Palearctic,26.61020421,48.52841125,72571.80239,7.720939991,828.8608645,3.082314551,96.21978825,70,0.31,0.483870968
Dnestr,Non-native,0.101933527,0.070089049,0.827977424,Ukraine,Palearctic,26.61020421,48.52841125,72571.80239,7.720939991,828.8608645,3.082314551,96.21978825,70,0.31,0.483870968
Doce,Native,0.250401466,0.385125835,0.364472699,Brazil,Neotropic,-42.23908717,-19.44472085,82688.22301,21.20896291,210.7605927,4.122503996,98.48523861,96,0.42,0.595238095
Doce,Non-native,0.249892041,0.182108433,0.567999526,Brazil,Neotropic,-42.23908717,-19.44472085,82688.22301,21.20896291,210.7605927,4.122503996,98.48523861,96,0.42,0.595238095
Doctors,Native,0.05247416,0.361332705,0.586193136,Trinidad and Tobago,Neotropic,-60.5344697,11.31325758,9.22481358,26.09280326,62.70123568,0.751988113,NA,7,NA,NA
Doctors.creek,Native,0.270571456,0.226852671,0.502575873,Australia,Australasia,123.7517784,-17.33461454,291.1582561,27.9296949,317.9069987,0.036965985,99.97302069,6,0.74,0.162162162
Dodo,Native,0.13448538,0.455953682,0.409560938,Côte d'Ivoire,Afrotropic,-7.131156166,4.779723494,754.9218278,25.7034777,87.91869226,0.279812202,99.97823617,26,0.33,0.545454545
Dodowa,Native,0.186763541,0.505522778,0.30771368,Ghana,Afrotropic,3.76E-05,5.854496485,709.7133299,27.00759978,118.1942674,2.248823822,88.87366104,8,0.63,0.238095238
Dogankent.Cayi,Native,0.114394101,0.214853639,0.670752259,Turkey,Palearctic,39.30766746,40.52944222,3326.301441,7.341665031,795.9653611,3.851022601,95.47003471,35,0.46,0.826086957
Dogankent.Cayi,Non-native,0.319032376,0.225074707,0.455892916,Turkey,Palearctic,39.30766746,40.52944222,3326.301441,7.341665031,795.9653611,3.851022601,95.47003471,35,0.46,0.826086957
Doggerup,Native,0.138029615,0.577393516,0.284576869,Australia,Australasia,116.0354376,-34.74411441,105.0219273,15.45580461,306.9465947,0.381531663,99.98359443,7,0.54,0.425925926
Don,Native,0.037028999,0.336717977,0.626253024,Australia,Australasia,148.1012825,-20.23712249,1889.272121,23.29026047,343.7493783,0.61696098,99.91686068,22,0.65,0.138461538
Don.Russia,Native,0.109854157,0.234588299,0.655557544,Russia,Palearctic,41.06773235,49.95977075,429385.9621,7.06034414,1078.486862,2.341298133,98.38877035,61,0.33,0.454545455
Don.Russia,Non-native,0.070347409,0.138820778,0.790831812,Russia,Palearctic,41.06773235,49.95977075,429385.9621,7.06034414,1078.486862,2.341298133,98.38877035,61,0.33,0.454545455
Don.Scotland,Native,0.154001457,0.120596222,0.725402321,United Kingdom,Palearctic,-2.679096106,57.24601703,1316.376757,7.126114465,428.2388818,11.79041123,99.77849686,8,0.25,0.32
Don.Scotland,Non-native,0.242318738,0.156758297,0.600922965,United Kingdom,Palearctic,-2.679096106,57.24601703,1316.376757,7.126114465,428.2388818,11.79041123,99.77849686,8,0.25,0.32
Don.Tasman,Native,0.08857036,0.2978132,0.61361644,Australia,Australasia,146.3078228,-41.29534379,131.754965,11.83698432,324.2263185,1.880470008,99.69875881,7,0.33,0.727272727
Don.Tasman,Non-native,0.28782068,0,0.71217932,Australia,Australasia,146.3078228,-41.29534379,131.754965,11.83698432,324.2263185,1.880470008,99.69875881,7,0.33,0.727272727
Dong.Cheon,Native,0.122356417,0.361294095,0.516349488,South Korea,Palearctic,127.5904165,35.02891371,178.0325353,12.25146001,894.441263,22.97278786,99.5232272,33,0.41,0.585365854
Dong.Cheon,Non-native,0,0.088214167,0.911785833,South Korea,Palearctic,127.5904165,35.02891371,178.0325353,12.25146001,894.441263,22.97278786,99.5232272,33,0.41,0.585365854
Dong.Nai,Native,0.127935439,0.361832098,0.510232464,Vietnam,Indo-Malay,107.2770296,11.52654991,29848.14278,24.27625985,115.8544051,4.108489692,95.46818506,218,0.46,0.869565217
Dong.Nai,Non-native,0.501234079,0.265507916,0.233258005,Vietnam,Indo-Malay,107.2770296,11.52654991,29848.14278,24.27625985,115.8544051,4.108489692,95.46818506,218,0.46,0.869565217
Donnelly,Native,0.176264707,0.538911786,0.284823507,Australia,Australasia,115.8947957,-34.24642397,1538.102358,15.24117489,340.1359229,0.252805922,98.46685605,10,0.57,0.350877193
Donnelly,Non-native,0.242128605,0.16953715,0.588334246,Australia,Australasia,115.8947957,-34.24642397,1538.102358,15.24117489,340.1359229,0.252805922,98.46685605,10,0.57,0.350877193
Doonan.creek,Native,0,0.636972983,0.363027017,Australia,Australasia,153.0484938,-26.49259364,93.71921401,20.60822653,361.4288554,4.097175896,99.73215711,4,0.48,0.104166667
Dordogne,Native,0.095475456,0.177729903,0.72679464,France,Palearctic,1.269558794,45.16412894,24113.64285,11.32698898,554.6866978,9.183343172,96.44303723,28,0.2,0.7
Dordogne,Non-native,0.172815088,0.131371908,0.695813004,France,Palearctic,1.269558794,45.16412894,24113.64285,11.32698898,554.6866978,9.183343172,96.44303723,28,0.2,0.7
Dorodong.creek,Native,0.07556071,0.657289411,0.267149879,Australia,Australasia,140.7814697,-37.31941134,901.0222759,14.16427439,361.1621615,1.169816017,99.63175057,2,0.6,0.216666667
Dorodong.creek,Non-native,0.413734462,0.586265538,0,Australia,Australasia,140.7814697,-37.31941134,901.0222759,14.16427439,361.1621615,1.169816017,99.63175057,2,0.6,0.216666667
Douglas,Native,0.00062342,0.244427567,0.754949013,Australia,Australasia,148.2196677,-41.73990953,116.5790358,10.83586649,305.1561493,0.100650849,99.93470126,6,0.3,0.2
Douglas,Non-native,0.28782068,0,0.71217932,Australia,Australasia,148.2196677,-41.73990953,116.5790358,10.83586649,305.1561493,0.100650849,99.93470126,6,0.3,0.2
Douro,Native,0.07790816,0.203638083,0.718453757,Spain,Palearctic,-5.362426978,41.62120112,97240.26142,11.32799839,599.0717417,6.571804404,94.43415662,21,0.31,0.580645161
Douro,Non-native,0.199036764,0.145127846,0.65583539,Spain,Palearctic,-5.362426978,41.62120112,97240.26142,11.32799839,599.0717417,6.571804404,94.43415662,21,0.31,0.580645161
Doyle,Native,0.071917313,0.37795713,0.550125558,Falkland Islands,Neotropic,-60.17740221,-51.90281299,194.8491024,6.615371909,267.71888,NA,99.97527135,2,0.39,0.564102564
Doyle,Non-native,0.28782068,0,0.71217932,Falkland Islands,Neotropic,-60.17740221,-51.90281299,194.8491024,6.615371909,267.71888,NA,99.97527135,2,0.39,0.564102564
Draa,Native,0.154164551,0.206106258,0.639729191,Morocco,Palearctic,-7.592759236,29.64869382,95985.54152,20.10451955,683.8352092,0.431654476,98.25961701,5,0.67,0.089552239
Draa,Non-native,0.683312848,0.001428299,0.315258853,Morocco,Palearctic,-7.592759236,29.64869382,95985.54152,20.10451955,683.8352092,0.431654476,98.25961701,5,0.67,0.089552239
Dry.creek,Native,0.091666198,0.521271193,0.387062609,Australia,Australasia,138.6776519,-34.81995315,65.84717458,16.09340282,424.3176184,21.08714485,94.40429044,4,0.22,0.5
Dry.creek,Non-native,0.413734462,0.586265538,0,Australia,Australasia,138.6776519,-34.81995315,65.84717458,16.09340282,424.3176184,21.08714485,94.40429044,4,0.22,0.5
Drysdale,Native,0.056424886,0.429145317,0.514429797,Australia,Australasia,126.6097661,-15.45360005,15803.89489,26.14516727,320.0003179,0.027364497,99.99127208,19,0.62,0.419354839
Ducie,Native,0.122425878,0.526060928,0.351513195,Australia,Australasia,142.3792679,-12.02167422,3089.806764,26.24410972,148.6925414,0.018226983,99.97842926,8,0.63,0.428571429
Duck,Native,0.096354508,0.364366463,0.539279029,Australia,Australasia,145.0878948,-40.964418,387.4265252,12.19820439,273.4494748,0.359216936,99.92078024,11,0.42,0.714285714
Duck,Non-native,0.28782068,0,0.71217932,Australia,Australasia,145.0878948,-40.964418,387.4265252,12.19820439,273.4494748,0.359216936,99.92078024,11,0.42,0.714285714
Duck.creek,Native,0.030022252,0.35436073,0.615617018,Australia,Australasia,148.2237756,-20.14913105,137.9328465,23.9348928,330.7828167,0.761648685,99.97170141,10,0.83,0.072289157
Duiwenhoks,Native,0.154683838,0.40108733,0.444228832,South Africa,Afrotropic,21.03608137,-34.13527803,1206.639149,17.31661015,375.5295717,0.298447251,93.22969299,3,0.73,0.068493151
Duiwenhoks,Non-native,0.267186507,0.186819768,0.545993725,South Africa,Afrotropic,21.03608137,-34.13527803,1206.639149,17.31661015,375.5295717,0.298447251,93.22969299,3,0.73,0.068493151
Dukes.Island,Native,0.171318662,0.262570219,0.566111119,United States,Nearctic,-70.62762662,41.38797757,290.4780826,10.21292111,811.0453311,20.96737003,99.90661287,35,0.34,0.558823529
Duong.Dong,Native,0.130762685,0.384330974,0.484906341,Vietnam,Indo-Malay,103.9963538,10.24525258,117.877173,26.87006739,79.44936315,0.770386152,99.99392907,54,0.5,0.7
Duong.Dong,Non-native,0.703714389,0,0.296285611,Vietnam,Indo-Malay,103.9963538,10.24525258,117.877173,26.87006739,79.44936315,0.770386152,99.99392907,54,0.5,0.7
Dvina,Native,0.112609216,0.169978635,0.717412148,Russia,Palearctic,46.61303492,61.79801616,378675.0623,0.921179655,1086.40553,0.358576819,99.98311817,33,0.5,0.88
Dvina,Non-native,0.299571001,0.064336697,0.636092302,Russia,Palearctic,46.61303492,61.79801616,378675.0623,0.921179655,1086.40553,0.358576819,99.98311817,33,0.5,0.88
Earn,Native,0.092178216,0.151007939,0.756813845,United Kingdom,Palearctic,-3.845894075,56.3556151,961.1749024,7.336750743,422.2986649,11.12710619,94.36936681,17,0.28,0.535714286
Earn,Non-native,0.162995012,0.07589985,0.761105138,United Kingdom,Palearctic,-3.845894075,56.3556151,961.1749024,7.336750743,422.2986649,11.12710619,94.36936681,17,0.28,0.535714286
Earthquake.Springs.Drain,Native,0.037780355,0.493127629,0.469092016,Australia,Australasia,140.2639002,-37.26331863,2315.910616,14.51132251,338.158363,0.955065042,99.47193619,4,0.54,0.259259259
Earthquake.Springs.Drain,Non-native,0.361843196,0.297732142,0.340424662,Australia,Australasia,140.2639002,-37.26331863,2315.910616,14.51132251,338.158363,0.955065042,99.47193619,4,0.54,0.259259259
East.Alligator,Native,0.143810798,0.363561046,0.492628156,Australia,Australasia,133.1418127,-12.66277476,7691.79602,27.21633194,198.1392991,0.044089815,99.99098487,64,0.62,0.516129032
East.Gippsland,Native,0.055305175,0.411939773,0.532755051,Australia,Australasia,149.5419641,-37.31201184,1973.028179,13.53277514,371.0124848,0.391228244,99.96478338,34,0.68,0.058823529
Eastmain,Native,0.188702583,0.117988504,0.693308913,Canada,Nearctic,-74.21889278,52.37049743,46468.3081,-2.081712396,1325.832768,0.001792852,99.01775007,18,0.5,0.84
Ebe,Native,0.17380534,0.487095282,0.339099377,Nigeria,Afrotropic,8.686102492,5.169137855,2433.60121,25.84853259,87.92905614,1.559537768,99.98721156,34,0.49,0.857142857
Ebinur.Hu,Native,0.130209373,0.338754397,0.53103623,China,Palearctic,83.20285342,44.76019318,51814.1863,4.387850164,1326.571202,0.434602052,96.83731183,14,0.58,0.965517241
Ebinur.Hu,Non-native,0.175778465,0,0.824221535,China,Palearctic,83.20285342,44.76019318,51814.1863,4.387850164,1326.571202,0.434602052,96.83731183,14,0.58,0.965517241
Ebranche,Native,0.238762252,0.4168646,0.344373148,Trinidad and Tobago,Neotropic,-61.08090278,10.515625,40.35913886,26.32721617,56.77399948,17.19341016,99.95285,11,0.38,0.526315789
Ebro,Native,0.13701385,0.234757803,0.628228347,Spain,Palearctic,-0.881320941,41.93273805,85718.27412,11.72658947,623.1176645,9.877691031,93.75484922,30,0.21,0.666666667
Ebro,Non-native,0.15061278,0.140464364,0.708922856,Spain,Palearctic,-0.881320941,41.93273805,85718.27412,11.72658947,623.1176645,9.877691031,93.75484922,30,0.21,0.666666667
Eden,Native,0.110228609,0.146386185,0.743385206,United Kingdom,Palearctic,-2.694773775,54.7097559,2342.899418,7.8598831,429.1782832,8.771029234,97.89613769,18,0.26,0.576923077
Eden,Non-native,0.136652162,0.113683912,0.749663925,United Kingdom,Palearctic,-2.694773775,54.7097559,2342.899418,7.8598831,429.1782832,8.771029234,97.89613769,18,0.26,0.576923077
Edisto,Native,0.235516678,0.314854779,0.449628543,United States,Nearctic,-80.97468935,33.43595223,7471.565985,17.46512218,711.441373,12.3125658,99.90611517,67,0.22,0.454545455
Edward,Native,0.397045348,0.309561333,0.293393318,Uganda,Afrotropic,29.73147627,-0.15296838,23780.3722,20.74051454,31.67411146,0.845069915,99.97275305,77,0.28,0.678571429
Eel,Native,0.296763416,0.16457081,0.538665773,United States,Nearctic,-123.4438239,39.95938856,9429.554184,11.26760959,503.4948374,1.888446063,98.86655219,15,0.32,0.8125
Eel,Non-native,0.176133703,0.183520781,0.640345516,United States,Nearctic,-123.4438239,39.95938856,9429.554184,11.26760959,503.4948374,1.888446063,98.86655219,15,0.32,0.8125
Eersterivier,Native,0.135465906,0.384205215,0.480328879,South Africa,Afrotropic,18.7922238,-33.94578275,628.6189348,16.69591384,362.9068452,26.16674376,98.41800381,5,0.46,0.434782609
Eersterivier,Non-native,0.703714389,0,0.296285611,South Africa,Afrotropic,18.7922238,-33.94578275,628.6189348,16.69591384,362.9068452,26.16674376,98.41800381,5,0.46,0.434782609
Egegik,Native,0.305299398,0.082380931,0.612319672,United States,Nearctic,-156.2585913,57.91926827,3998.418635,2.326442159,669.5064539,0.019218879,100,10,0.32,0.34375
El.Abid,Native,0.044392591,0.273722964,0.681884445,Tunisia,Palearctic,10.7727933,36.8813561,351.8572345,18.17754536,543.9930948,11.58826125,94.6350397,4,0.53,0.226415094
El.Abid,Non-native,0.413734462,0.586265538,0,Tunisia,Palearctic,10.7727933,36.8813561,351.8572345,18.17754536,543.9930948,11.58826125,94.6350397,4,0.53,0.226415094
El.Fuerte,Native,0.216000748,0.318481693,0.465517558,Mexico,Neotropic,-107.8283673,26.90969869,34784.23145,18.76613436,452.4689884,0.975479096,96.67253806,35,0.33,0.606060606
El.Fuerte,Non-native,0,0.088214167,0.911785833,Mexico,Neotropic,-107.8283673,26.90969869,34784.23145,18.76613436,452.4689884,0.975479096,96.67253806,35,0.33,0.606060606
El.Harrach,Native,0.150796762,0.395622053,0.453581185,Algeria,Palearctic,3.085156603,36.53171706,1098.339899,16.08328356,592.5574417,20.05768299,98.13088098,6,0.37,0.351351351
El.Kebir.Annaba,Native,0.286189884,0.304331714,0.409478402,Algeria,Palearctic,7.316139082,36.79084879,2196.724366,16.75563702,550.6180906,8.285634756,99.58160492,4,0.54,0.296296296
El.Kebir.Annaba,Non-native,0.057414695,0.262480929,0.680104376,Algeria,Palearctic,7.316139082,36.79084879,2196.724366,16.75563702,550.6180906,8.285634756,99.58160492,4,0.54,0.296296296
El.Kebir.Tabarka,Native,0.046685221,0.26980642,0.683508359,Algeria,Palearctic,8.18484528,36.66320392,2763.328782,16.73143307,592.3213739,6.151849627,89.92325927,4,0.47,0.382978723
El.Madene,Native,0.046685221,0.26980642,0.683508359,Tunisia,Palearctic,9.055893548,36.92944083,912.8600933,16.95127626,593.3953381,4.627127528,94.83805419,4,0.54,0.314814815
El.Pescado,Native,0.215535922,0.360043935,0.424420143,Argentina,Neotropic,-57.8702834,-35.00510784,520.252235,16.2031588,492.4676459,2.018773228,99.23905557,57,0.24,0.25
El.Pescado,Non-native,0.062803796,0.018034155,0.919162049,Argentina,Neotropic,-57.8702834,-35.00510784,520.252235,16.2031588,492.4676459,2.018773228,99.23905557,57,0.24,0.25
Elbe,Native,0.100594642,0.155652148,0.743753211,Germany,Palearctic,12.95781843,51.2992934,143864.5137,8.316226287,682.6816151,28.42241001,95.80910898,46,0.2,0.6
Elbe,Non-native,0.138046726,0.118578161,0.743375112,Germany,Palearctic,12.95781843,51.2992934,143864.5137,8.316226287,682.6816151,28.42241001,95.80910898,46,0.2,0.6
Eleanor,Native,0.051984789,0.345531692,0.602483519,Australia,Australasia,137.2140606,-35.87200786,259.0981638,15.19249779,341.3843891,0.115909949,99.89349641,5,0.44,0.25
Elimbah.creek,Native,0.067617601,0.492833038,0.439549362,Australia,Australasia,152.9622587,-27.00048847,178.040724,20.06204704,383.5599803,13.82059741,99.76679783,8,0.43,0.139534884
Elizabeth,Native,0.029226195,0.686207727,0.284566078,Australia,Australasia,131.0598548,-12.60533621,257.8092107,27.24780777,172.3364389,0.709855363,99.92383767,8,0.62,0.467741935
Elizabeth,Non-native,0.493761342,0.506238658,0,Australia,Australasia,131.0598548,-12.60533621,257.8092107,27.24780777,172.3364389,0.709855363,99.92383767,8,0.62,0.467741935
Ellen.Brook,Native,0.094340319,0.331597385,0.574062296,Australia,Australasia,115.0223014,-33.89042036,71.41023892,16.65916676,339.0949762,1.612208575,99.90381922,3,0.56,0.392857143
Ellen.Brook,Non-native,0.413734462,0.586265538,0,Australia,Australasia,115.0223014,-33.89042036,71.41023892,16.65916676,339.0949762,1.612208575,99.90381922,3,0.56,0.392857143
Ellesmere.un,Native,0.243417724,0,0.756582276,Canada,Nearctic,-68.24989777,82.29823099,909.4341925,-19.13842291,1315.989369,1.14E-05,100,1,0.83,0.313253012
Ellice,Native,0.232771657,0.05827479,0.708953553,Canada,Nearctic,-104.3044519,67.20544827,5826.25628,-12.56441632,1633.442685,2.67E-07,100,9,0.72,0.527777778
Elliot,Native,0.028672868,0.329440115,0.641887017,Australia,Australasia,147.8533126,-20.06578141,329.3421424,23.57992697,336.6253413,0.316775043,99.93437482,13,0.77,0.090909091
Elliot,Non-native,0.413734462,0.586265538,0,Australia,Australasia,147.8533126,-20.06578141,329.3421424,23.57992697,336.6253413,0.316775043,99.93437482,13,0.77,0.090909091
Elliott,Native,0.102905662,0.329780291,0.567314047,Australia,Australasia,152.3317848,-24.97989229,339.1579665,21.47465438,369.9275563,1.585736662,99.68717451,28,0.5,0.12
Elliott,Non-native,0.413734462,0.586265538,0,Australia,Australasia,152.3317848,-24.97989229,339.1579665,21.47465438,369.9275563,1.585736662,99.68717451,28,0.5,0.12
Elota,Native,0.308439472,0.454904274,0.236656255,Mexico,Neotropic,-106.5943971,24.25522261,2325.390639,22.79268873,294.6136035,1.02696234,89.75684084,11,0.43,0.627906977
Elqui,Native,0.04872107,0.369127271,0.582151659,Chile,Neotropic,-70.50953394,-29.97571352,9453.094234,6.308225004,305.174578,0.644824393,99.74291617,5,0.35,0.4
Elqui,Non-native,0.398101026,0,0.601898974,Chile,Neotropic,-70.50953394,-29.97571352,9453.094234,6.308225004,305.174578,0.644824393,99.74291617,5,0.35,0.4
Eman,Native,0.129390221,0.106734203,0.763875576,Sweden,Palearctic,15.38996838,57.41878571,4258.665803,5.863834169,695.1047632,2.729655385,99.85990476,23,0.27,0.259259259
Eman,Non-native,0.369289219,0,0.630710781,Sweden,Palearctic,15.38996838,57.41878571,4258.665803,5.863834169,695.1047632,2.729655385,99.85990476,23,0.27,0.259259259
Embilikala.Oya,Native,0.115747641,0.393418037,0.490834322,Sri Lanka,Indo-Malay,81.21751801,6.21650131,116.3446233,27.38457035,67.62450773,2.139389753,99.36813133,28,0.52,0.365384615
Embilikala.Oya,Non-native,0.417017478,0.239760474,0.343222047,Sri Lanka,Indo-Malay,81.21751801,6.21650131,116.3446233,27.38457035,67.62450773,2.139389753,99.36813133,28,0.52,0.365384615
Embley,Native,0.10845399,0.405963328,0.485582682,Australia,Australasia,142.0229123,-12.82731417,2083.429805,26.14727656,159.60525,0.040050865,99.98349385,58,0.64,0.390625
Ems,Native,0.091272802,0.154494744,0.754232454,Germany,Palearctic,7.80371449,52.54352694,12369.78947,9.270086835,583.4589118,42.28041935,99.12850525,19,0.21,0.523809524
Ems,Non-native,0,0.081443409,0.918556591,Germany,Palearctic,7.80371449,52.54352694,12369.78947,9.270086835,583.4589118,42.28041935,99.12850525,19,0.21,0.523809524
Emu,Native,0.104239812,0.232465929,0.663294258,Australia,Australasia,145.8117339,-41.24829993,245.0999063,10.14539125,304.3773902,0.786404729,87.61365935,5,0.34,0.852941176
Emu,Non-native,0.28782068,0,0.71217932,Australia,Australasia,145.8117339,-41.24829993,245.0999063,10.14539125,304.3773902,0.786404729,87.61365935,5,0.34,0.852941176
En.Namous,Native,0.054514,0.226811819,0.718674182,Algeria,Palearctic,0.443913104,30.63700152,153706.8712,21.80160613,889.4484087,0.101030735,99.93609836,1,0.97,0.010309278
Endau,Native,0.158722422,0.381050155,0.460227423,Malaysia,Indo-Malay,103.4497497,2.31145335,4448.025704,25.99443053,51.84465841,8.822138906,99.97062346,115,0.42,0.380952381
Endeavour,Native,0.095761456,0.426841516,0.477397028,Australia,Australasia,145.1028674,-15.3552737,955.2479905,25.13310909,213.9817313,0.045303167,99.94245489,11,0.65,0.292307692
Enguri,Native,0.133326944,0.192078523,0.674594533,Georgia,Palearctic,42.44562977,43.0049667,3277.436804,2.174797629,698.7836191,2.380561352,98.30455626,30,0.52,0.884615385
Enguri,Non-native,0,0.2270361,0.7729639,Georgia,Palearctic,42.44562977,43.0049667,3277.436804,2.174797629,698.7836191,2.380561352,98.30455626,30,0.52,0.884615385
Enneri.Tomou,Native,0.176115295,0.189250057,0.634634648,Libya,Palearctic,21.57155756,24.03877331,717903.769,22.84755755,668.3964087,0.017751358,99.93531825,2,0.8,0.0125
Eocheon.jeosuji,Native,0.120593349,0.281687134,0.597719516,South Korea,Palearctic,126.8990818,37.27169473,114.8866313,11.4745984,1026.368507,121.1980972,97.47313045,20,0.38,0.657894737
Eocheon.jeosuji,Non-native,0.142428926,0.301261531,0.556309543,South Korea,Palearctic,126.8990818,37.27169473,114.8866313,11.4745984,1026.368507,121.1980972,97.47313045,20,0.38,0.657894737
Eojeon.ji,Native,0.115054344,0.365624691,0.519320966,South Korea,Palearctic,126.9010396,37.04101789,270.4749102,11.57727073,1028.067221,32.40320754,98.59727772,32,0.27,0.851851852
Eojeon.ji,Non-native,0.142428926,0.301261531,0.556309543,South Korea,Palearctic,126.9010396,37.04101789,270.4749102,11.57727073,1028.067221,32.40320754,98.59727772,32,0.27,0.851851852
Erin,Native,0.151620472,0.512226636,0.336152891,Trinidad and Tobago,Neotropic,-61.57984694,10.10620748,41.25215854,26.42627545,57.84472703,17.19340992,99.59495,7,0.37,0.432432432
Erne,Native,0.236840638,0.067191468,0.695967894,United Kingdom,Palearctic,-7.4970539,54.1954187,4355.112452,9.200372125,388.9177131,6.207774043,98.56358531,6,0.27,0.592592593
Erne,Non-native,0.076145157,0.173288513,0.75056633,United Kingdom,Palearctic,-7.4970539,54.1954187,4355.112452,9.200372125,388.9177131,6.207774043,98.56358531,6,0.27,0.592592593
Escambia,Native,0.19953569,0.360266966,0.440197344,United States,Nearctic,-86.74602276,31.46121697,10975.23318,18.23143603,673.3689472,4.115059078,97.62060349,106,0.21,0.476190476
Escambia,Non-native,0.186579702,0.198270833,0.615149465,United States,Nearctic,-86.74602276,31.46121697,10975.23318,18.23143603,673.3689472,4.115059078,97.62060349,106,0.21,0.476190476
Escatawpa,Native,0.217027549,0.334691673,0.448280777,United States,Nearctic,-88.39553972,30.88857604,2798.508871,18.87735712,657.3178317,10.49172902,96.22649554,70,0.15,0.666666667
Escatawpa,Non-native,0.222853826,0.233984001,0.543162173,United States,Nearctic,-88.39553972,30.88857604,2798.508871,18.87735712,657.3178317,10.49172902,96.22649554,70,0.15,0.666666667
Esclavos,Native,0.344608705,0.320769731,0.334621564,Guatemala,Neotropic,-90.24833598,14.25631141,2047.996465,22.04890011,82.03325757,13.45064497,99.86712359,19,0.5,0.92
Escuro,Native,0.288601239,0.622742161,0.0886566,Brazil,Neotropic,-45.14972969,-23.49165605,133.0378884,21.05315993,245.8014157,16.29816484,99.85648504,3,0.3,0.566666667
Esfahan,Native,0.088731188,0.346946136,0.564322677,Iran,Palearctic,51.77968064,32.46189264,41635.95197,13.75831892,904.3692562,5.543994546,97.38274305,11,0.59,0.457627119
Esfahan,Non-native,0.15444708,0.189021365,0.656531555,Iran,Palearctic,51.77968064,32.46189264,41635.95197,13.75831892,904.3692562,5.543994546,97.38274305,11,0.59,0.457627119
Esino,Native,0.139154173,0.242719241,0.618126586,Italy,Palearctic,13.11133498,43.44325511,994.4562867,12.93900848,677.3817451,23.99927044,99.15670763,11,0.34,0.441176471
Esino,Non-native,0.21349633,0.172268952,0.614234718,Italy,Palearctic,13.11133498,43.44325511,994.4562867,12.93900848,677.3817451,23.99927044,99.15670763,11,0.34,0.441176471
Esk.NZ,Native,0.021774909,0.390109912,0.588115179,New Zealand,Australasia,176.7691228,-39.2824514,280.0148068,12.24218376,365.343073,2.637983263,99.84250907,12,0.31,0.35483871
Esk.NZ,Non-native,0.2365254,0,0.7634746,New Zealand,Australasia,176.7691228,-39.2824514,280.0148068,12.24218376,365.343073,2.637983263,99.84250907,12,0.31,0.35483871
Esk.UK,Native,0.077276381,0.144469128,0.778254492,United Kingdom,Palearctic,-2.938137627,55.16524287,1238.661626,7.679966548,424.8702897,15.42876959,99.88406725,16,0.26,0.538461538
Esk.UK,Non-native,0.132700342,0.082393515,0.784906144,United Kingdom,Palearctic,-2.938137627,55.16524287,1238.661626,7.679966548,424.8702897,15.42876959,99.88406725,16,0.26,0.538461538
Esmeraldas,Native,0.220175086,0.402770952,0.377053962,Ecuador,Neotropic,-78.9915228,0.013439195,21529.33676,18.54213419,40.11014935,5.987609863,99.74923621,42,0.34,0.852941176
Esperance,Native,0.113597271,0.317162769,0.56923996,Australia,Australasia,146.8918727,-43.30577566,253.0006541,9.510556962,293.1688009,0.248048078,99.93807596,8,0.3,0.633333333
Esperance,Non-native,0.28782068,0,0.71217932,Australia,Australasia,146.8918727,-43.30577566,253.0006541,9.510556962,293.1688009,0.248048078,99.93807596,8,0.3,0.633333333
Esquinas,Native,0.23962782,0.482506978,0.277865203,Costa Rica,Neotropic,-83.32349383,8.729230605,14.62412025,26.03932273,75.8832078,0.558464766,99.96517849,26,0.45,0.733333333
Essequibo,Native,0.201365645,0.404371974,0.394262381,Guyana,Neotropic,-59.93877262,5.168702372,153963.9676,25.58539593,56.8448644,0.112682575,99.95879656,573,0.34,0.823529412
Essequibo,Non-native,0.134158405,0.364573586,0.501268009,Guyana,Neotropic,-59.93877262,5.168702372,153963.9676,25.58539593,56.8448644,0.112682575,99.95879656,573,0.34,0.823529412
Estero.Real,Native,0.309775423,0.298091727,0.39213285,Nicaragua,Neotropic,-86.81533327,12.84499809,3694.361143,26.76849799,93.67978285,2.306491286,99.87842246,13,0.44,0.909090909
Estrela,Native,0.131198982,0.597751271,0.271049747,Brazil,Neotropic,-43.23846138,-22.59711388,457.6743502,21.47612397,225.8772126,106.1890049,97.20683026,14,0.34,0.794117647
Estrella,Native,0.199597288,0.491402467,0.309000246,Costa Rica,Neotropic,-83.08062024,9.714193798,727.1849337,23.62662877,68.13325029,4.321151018,99.94413445,9,0.3,0.6
Etosha.Pan,Native,0.313330396,0.313302164,0.37336744,Namibia,Afrotropic,16.39540252,-17.96590346,171827.2088,22.28544002,338.2524649,0.167972788,99.79234339,36,0.69,0.275362319
Eumeralla,Native,0.047384957,0.532332671,0.420282372,Australia,Australasia,142.0569687,-38.12265987,904.6407477,13.55600774,331.1549568,0.985567957,99.81734535,10,0.42,0.357142857
